County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP
San Mateo,California,80,16,1,1.30%,37.54704,-122.31485,2020-03-18 18:54 EDT,6,81
San Diego,California,60,0,0,0%,32.71568,-117.16171,2020-03-18 18:54 EDT,6,73
San Francisco,California,51,8,0,0%,37.77712,-122.41964,2020-03-18 18:54 EDT,6,75
Sacramento,California,40,0,2,5%,38.57944,-121.49085,2020-03-18 18:54 EDT,6,67
Contra Costa,California,39,0,0,0%,37.91793732,-121.9259354,2020-03-18 18:54 EDT,6,13
Alameda,California,30,3,0,0%,37.76683,-122.2453,2020-03-18 18:54 EDT,6,1
Orange,California,29,0,0,0%,33.78787,-117.85071,2020-03-18 18:54 EDT,6,59
Riverside,California,16,0,3,18.80%,33.98171,-117.37404,2020-03-18 18:54 EDT,6,65
Marin,California,15,4,0,0%,38.07188727,-122.7195348,2020-03-18 18:54 EDT,6,41
San Joaquin,California,14,1,2,14.30%,37.93479557,-121.2713112,2020-03-18 18:54 EDT,6,77
Santa Cruz,California,13,0,0,0%,36.97424,-122.03098,2020-03-18 18:54 EDT,6,87
Ventura,California,10,0,0,0%,34.28082,-119.29232,2020-03-18 18:54 EDT,6,111
Placer,California,9,4,1,11.10%,39.05913563,-120.7536328,2020-03-18 18:54 EDT,6,61
Solano,California,8,1,0,0%,38.27793363,-121.9272405,2020-03-18 18:54 EDT,6,95
San Luis Obispo,California,7,1,0,0%,35.28579,-120.66275,2020-03-18 18:54 EDT,6,79
Stanislaus,California,5,1,0,0%,37.55932622,-120.9976619,2020-03-18 18:54 EDT,6,99
Yolo,California,4,0,0,0%,38.73431,-121.81279,2020-03-18 18:54 EDT,6,113
Tulare,California,4,1,0,0%,36.20649,-119.34305,2020-03-18 18:54 EDT,6,107
Sonoma,California,4,0,0,0%,38.29188,-122.45728,2020-03-18 18:54 EDT,6,97
San Benito,California,3,0,0,0%,36.50506,-121.08332,2020-03-18 18:54 EDT,6,69
San Bernardino,California,3,0,0,0%,34.10524,-117.29412,2020-03-18 18:54 EDT,6,71
Fresno,California,2,0,0,0%,36.74084,-119.78552,2020-03-18 18:54 EDT,6,19
Calaveras,California,2,0,0,0%,38.20473567,-120.5540655,2020-03-18 18:54 EDT,6,9
Imperial,California,2,0,0,0%,32.84748,-115.56952,2020-03-18 18:54 EDT,6,25
Santa Barbara,California,2,0,0,0%,34.41938,-119.69905,2020-03-18 18:54 EDT,6,83
Monterey,California,2,0,0,0%,36.21714603,-121.2390196,2020-03-18 18:54 EDT,6,53
Humboldt,California,1,0,0,0%,40.69879803,-123.8737147,2020-03-18 18:54 EDT,6,23
Madera,California,1,0,0,0%,36.96205,-120.06399,2020-03-18 18:54 EDT,6,39
Shasta,California,1,0,0,0%,40.59828,-122.49095,2020-03-18 18:54 EDT,6,89
Nevada,California,1,0,0,0%,34.06589,-117.21746,2020-03-18 18:54 EDT,6,57
Kern,California,1,0,0,0%,35.34281638,-118.7299395,2020-03-18 18:54 EDT,6,29
Bergen,New Jersey,114,30,2,1.80%,40.95949149,-74.074442,2020-03-18 18:54 EDT,34,3
Essex,New Jersey,45,13,1,2.20%,40.78779259,-74.24760059,2020-03-18 18:54 EDT,34,13
Middlesex,New Jersey,40,18,0,0%,40.57936,-74.50067,2020-03-18 18:54 EDT,34,23
Hudson,New Jersey,34,10,1,2.90%,40.74034231,-74.0741097,2020-03-18 18:54 EDT,34,17
Monmouth,New Jersey,32,10,1,3.10%,40.2600411,-74.22194634,2020-03-18 18:54 EDT,34,25
Union,New Jersey,26,11,0,0%,40.69635,-74.26957,2020-03-18 18:54 EDT,34,39
Morris,New Jersey,19,12,0,0%,40.86201902,-74.5442741,2020-03-18 18:54 EDT,34,27
Passaic,New Jersey,18,8,0,0%,40.86034,-74.12374,2020-03-18 18:54 EDT,34,31
Somerset,New Jersey,16,9,0,0%,40.49859,-74.52249,2020-03-18 18:54 EDT,34,35
Mercer,New Jersey,15,6,0,0%,40.28331911,-74.70157374,2020-03-18 18:54 EDT,34,21
Burlington,New Jersey,10,5,0,0%,40.07687,-74.85775,2020-03-18 18:54 EDT,34,5
Camden,New Jersey,8,5,0,0%,39.94525,-75.11913,2020-03-18 18:54 EDT,34,7
Ocean,New Jersey,8,4,0,0%,39.90927434,-74.2969653,2020-03-18 18:54 EDT,34,29
Hunterdon,New Jersey,6,2,0,0%,40.56725317,-74.91217921,2020-03-18 18:54 EDT,34,19
Atlantic,New Jersey,3,3,0,0%,39.4806564,-74.67264306,2020-03-18 18:54 EDT,34,1
Gloucester,New Jersey,2,0,0,0%,39.71720107,-75.14164366,2020-03-18 18:54 EDT,34,15
Warren,New Jersey,1,1,0,0%,40.85732358,-74.997063,2020-03-18 18:54 EDT,34,41
Broward,Florida,80,32,1,1.30%,26.15224542,-80.4870534,2020-03-18 18:54 EDT,12,11
Miami-Dade,Florida,76,36,0,0%,25.61418208,-80.5679083,2020-03-18 18:54 EDT,12,86
Palm Beach,Florida,19,6,0,0%,26.70288,-80.03661,2020-03-18 18:54 EDT,12,99
Hillsborough,Florida,13,6,0,0%,27.93023096,-82.30785534,2020-03-18 18:54 EDT,12,57
Collier,Florida,13,7,0,0%,26.11625563,-81.34013334,2020-03-18 18:54 EDT,12,21
Duval,Florida,13,3,0,0%,30.47844,-81.62557,2020-03-18 18:54 EDT,12,31
Lee,Florida,10,6,1,10%,26.57965162,-81.82468531,2020-03-18 18:54 EDT,12,71
Pinellas,Florida,10,6,0,0%,27.9313392,-82.72194025,2020-03-18 18:54 EDT,12,103
Volusia,Florida,9,0,0,0%,29.16934,-81.52251,2020-03-18 18:54 EDT,12,127
Orange,Florida,9,3,1,11.10%,41.33141,-74.35667,2020-03-18 18:54 EDT,12,95
Manatee,Florida,8,1,1,12.50%,27.49643,-82.53954,2020-03-18 18:54 EDT,12,81
Osceola,Florida,8,2,0,0%,28.06812578,-81.14519655,2020-03-18 18:54 EDT,12,97
Seminole,Florida,7,3,0,0%,28.71700144,-81.23632262,2020-03-18 18:54 EDT,12,117
Alachua,Florida,7,3,0,0%,29.79309,-82.49428,2020-03-18 18:54 EDT,12,1
Clay,Florida,4,1,2,50%,29.98305516,-81.85778209,2020-03-18 18:54 EDT,12,19
Sarasota,Florida,4,2,0,0%,27.33889,-82.53887,2020-03-18 18:54 EDT,12,115
St. Johns,Florida,4,2,0,0%,30.12051,-81.62536,2020-03-18 18:54 EDT,12,109
Okaloosa,Florida,3,1,0,0%,30.70702353,-86.59650821,2020-03-18 18:54 EDT,12,91
Pasco,Florida,3,1,0,0%,28.32453,-82.33624,2020-03-18 18:54 EDT,12,101
Citrus,Florida,3,1,0,0%,28.8507789,-82.46594866,2020-03-18 18:54 EDT,12,17
Lake,Florida,2,1,0,0%,28.76261973,-81.71155351,2020-03-18 18:54 EDT,12,69
Charlotte,Florida,1,0,0,0%,26.90848328,-81.90343918,2020-03-18 18:54 EDT,12,15
Nassau,Florida,1,0,0,0%,30.61077673,-81.80173997,2020-03-18 18:54 EDT,12,89
Escambia,Florida,1,0,0,0%,30.70048478,-87.37722154,2020-03-18 18:54 EDT,12,33
Brevard,Florida,1,0,0,0%,28.29348419,-80.73235631,2020-03-18 18:54 EDT,12,9
Polk,Florida,1,0,0,0%,27.94887824,-81.69776009,2020-03-18 18:54 EDT,12,105
Santa Rosa,Florida,0,0,1,Infinity%,30.73147611,-87.01761385,2020-03-18 18:54 EDT,12,113
Cook,Illinois,178,71,1,0.60%,41.84014932,-87.81682325,2020-03-18 18:54 EDT,17,31
DuPage,Illinois,45,19,0,0%,41.85194049,-88.08561127,2020-03-18 18:54 EDT,17,43
Lake,Illinois,18,11,0,0%,42.32327645,-88.00353452,2020-03-18 18:54 EDT,17,97
Kane,Illinois,4,1,0,0%,41.93887565,-88.42863925,2020-03-18 18:54 EDT,17,89
McHenry,Illinois,4,2,0,0%,42.32621,-88.26731,2020-03-18 18:54 EDT,17,111
St. Clair,Illinois,3,1,0,0%,38.46996471,-89.92749975,2020-03-18 18:54 EDT,17,163
Sangamon,Illinois,3,0,0,0%,39.75815792,-89.6588874,2020-03-18 18:54 EDT,17,167
Clinton,Illinois,3,1,0,0%,40.14879,-88.96397,2020-03-18 18:54 EDT,17,27
Will,Illinois,3,1,0,0%,41.44505655,-87.97865231,2020-03-18 18:54 EDT,17,197
Peoria,Illinois,3,2,0,0%,40.69236,-89.58799,2020-03-18 18:54 EDT,17,143
Kendall,Illinois,2,2,0,0%,41.59058793,-88.42880574,2020-03-18 18:54 EDT,17,93
Woodford,Illinois,1,0,0,0%,40.84437,-89.02781,2020-03-18 18:54 EDT,17,203
Cumberland,Illinois,1,0,0,0%,39.27332831,-88.24016822,2020-03-18 18:54 EDT,17,35
Champaign,Illinois,1,0,0,0%,40.1142,-88.2435,2020-03-18 18:54 EDT,17,19
Winnebago,Illinois,1,0,0,0%,42.26568,-89.24139,2020-03-18 18:54 EDT,17,201
Whiteside,Illinois,1,0,0,0%,41.75533495,-89.91231676,2020-03-18 18:54 EDT,17,195
Madison,Illinois,1,1,0,0%,38.83006224,-89.9017802,2020-03-18 18:54 EDT,17,119
Orleans,Louisiana,187,51,6,3.20%,30.03843182,-89.90055149,2020-03-18 18:54 EDT,22,71
Jefferson,Louisiana,40,5,0,0%,29.9596,-90.17182,2020-03-18 18:54 EDT,22,51
St. Tammany,Louisiana,8,2,0,0%,30.39408,-89.89507,2020-03-18 18:54 EDT,22,103
Caddo,Louisiana,5,1,0,0%,32.75632,-93.97374,2020-03-18 18:54 EDT,22,17
Lafourche,Louisiana,3,1,0,0%,29.76529,-90.76881,2020-03-18 18:54 EDT,22,57
St. Charles,Louisiana,3,0,0,0%,29.9052798,-90.3824403,2020-03-18 18:54 EDT,22,89
Terrebonne,Louisiana,3,0,0,0%,29.43006669,-90.87546183,2020-03-18 18:54 EDT,22,109
St. Bernard,Louisiana,2,0,0,0%,29.86715,-89.85868,2020-03-18 18:54 EDT,22,87
East Baton Rouge,Louisiana,2,1,0,0%,30.53926541,-91.09217012,2020-03-18 18:54 EDT,22,33
Bossier,Louisiana,1,0,0,0%,32.67886191,-93.60531071,2020-03-18 18:54 EDT,22,15
St. John the Baptist,Louisiana,1,0,0,0%,30.07866499,-90.54541322,2020-03-18 18:54 EDT,22,95
Ascension,Louisiana,1,0,0,0%,30.20549338,-90.9088583,2020-03-18 18:54 EDT,22,5
Washington,Louisiana,1,0,0,0%,30.85339216,-90.04050446,2020-03-18 18:54 EDT,22,117
Middlesex,Massachusetts,100,11,0,0%,42.48559407,-71.3917913,2020-03-18 18:54 EDT,25,17
Suffolk,Massachusetts,51,9,0,0%,42.33189157,-71.07537429,2020-03-18 18:54 EDT,25,25
Norfolk,Massachusetts,45,2,0,0%,42.11941,-71.33083,2020-03-18 18:54 EDT,25,21
Berkshire,Massachusetts,17,3,0,0%,42.51105,-73.19426,2020-03-18 18:54 EDT,25,3
Essex,Massachusetts,14,6,0,0%,42.63251,-70.78113,2020-03-18 18:54 EDT,25,9
Worcester,Massachusetts,10,2,0,0%,42.26341,-71.80219,2020-03-18 18:54 EDT,25,27
Bristol,Massachusetts,5,0,0,0%,41.79836956,-71.11428121,2020-03-18 18:54 EDT,25,5
Plymouth,Massachusetts,5,0,0,0%,41.92808,-70.6568,2020-03-18 18:54 EDT,25,23
Barnstable,Massachusetts,2,0,0,0%,41.70194,-70.30442,2020-03-18 18:54 EDT,25,1
Hampden,Massachusetts,2,1,0,0%,42.064613,-72.422,2020-03-18 18:54 EDT,25,13
Franklin,Massachusetts,1,1,0,0%,42.58654867,-72.59777313,2020-03-18 18:54 EDT,25,11
Denver,Colorado,43,5,0,0%,39.74001,-104.99202,2020-03-18 18:54 EDT,8,31
Eagle,Colorado,39,5,0,0%,39.65565,-106.82788,2020-03-18 18:54 EDT,8,37
Jefferson,Colorado,25,12,0,0%,39.58643164,-105.2504022,2020-03-18 18:54 EDT,8,59
Arapahoe,Colorado,22,7,0,0%,39.64976719,-104.3392044,2020-03-18 18:54 EDT,8,5
Douglas,Colorado,11,3,0,0%,39.32966642,-104.9295706,2020-03-18 18:54 EDT,8,35
Pitkin,Colorado,11,0,0,0%,39.21712515,-106.9167355,2020-03-18 18:54 EDT,8,97
Gunnison,Colorado,11,3,0,0%,38.54526,-106.92692,2020-03-18 18:54 EDT,8,51
Boulder,Colorado,11,0,0,0%,40.01574,-105.27924,2020-03-18 18:54 EDT,8,13
Adams,Colorado,10,4,0,0%,39.87375914,-104.3366349,2020-03-18 18:54 EDT,8,1
El Paso,Colorado,8,2,1,12.50%,38.83212691,-104.5255141,2020-03-18 18:54 EDT,8,41
Weld,Colorado,6,0,1,16.70%,40.55477273,-104.3924353,2020-03-18 18:54 EDT,8,123
Summit,Colorado,5,0,0,0%,39.6341694,-106.1163607,2020-03-18 18:54 EDT,8,117
Larimer,Colorado,4,1,0,0%,40.66645245,-105.4609363,2020-03-18 18:54 EDT,8,69
Routt,Colorado,2,1,0,0%,40.48499792,-106.9912189,2020-03-18 18:54 EDT,8,107
Garfield,Colorado,2,1,0,0%,39.59922654,-107.9040019,2020-03-18 18:54 EDT,8,45
Clear Creek,Colorado,2,1,0,0%,39.68905313,-105.6443322,2020-03-18 18:54 EDT,8,19
Pueblo,Colorado,1,0,0,0%,38.26375,-104.61252,2020-03-18 18:54 EDT,8,101
Mesa,Colorado,1,0,0,0%,39.16616,-108.13889,2020-03-18 18:54 EDT,8,77
Fulton,Georgia,49,16,0,0%,33.79024066,-84.46711002,2020-03-18 18:54 EDT,13,121
Cobb,Georgia,28,3,1,3.60%,33.9414802,-84.57663741,2020-03-18 18:54 EDT,13,67
Bartow,Georgia,19,9,0,0%,34.23764397,-84.8407294,2020-03-18 18:54 EDT,13,15
DeKalb,Georgia,18,3,0,0%,33.77153731,-84.22646531,2020-03-18 18:54 EDT,13,89
Cherokee,Georgia,9,2,0,0%,34.24398966,-84.47624414,2020-03-18 18:54 EDT,13,57
Fayette,Georgia,8,3,0,0%,33.4139091,-84.49427247,2020-03-18 18:54 EDT,13,113
Gwinnett,Georgia,7,0,0,0%,33.96118879,-84.0235873,2020-03-18 18:54 EDT,13,135
Dougherty,Georgia,7,1,2,28.60%,31.53332494,-84.21629439,2020-03-18 18:54 EDT,13,95
Floyd,Georgia,6,0,0,0%,34.26324245,-85.21452762,2020-03-18 18:54 EDT,13,115
Clayton,Georgia,6,2,0,0%,33.54197299,-84.35769948,2020-03-18 18:54 EDT,13,63
Lowndes,Georgia,5,1,0,0%,30.83362831,-83.26769554,2020-03-18 18:54 EDT,13,185
Clarke,Georgia,5,2,0,0%,33.95110572,-83.36741217,2020-03-18 18:54 EDT,13,59
Gordon,Georgia,3,1,0,0%,34.50319646,-84.87587883,2020-03-18 18:54 EDT,13,129
Coweta,Georgia,3,0,0,0%,33.35360269,-84.76336691,2020-03-18 18:54 EDT,13,77
Newton,Georgia,3,2,0,0%,33.55500659,-83.8502182,2020-03-18 18:54 EDT,13,217
Hall,Georgia,3,2,0,0%,34.32041152,-83.81043541,2020-03-18 18:54 EDT,13,139
Paulding,Georgia,3,2,0,0%,33.92042456,-84.8672012,2020-03-18 18:54 EDT,13,223
Lee,Georgia,2,0,0,0%,31.77959716,-84.14088023,2020-03-18 18:54 EDT,13,177
Henry,Georgia,2,0,0,0%,33.45301628,-84.15426282,2020-03-18 18:54 EDT,13,151
Troup,Georgia,2,0,0,0%,33.03351893,-85.02826168,2020-03-18 18:54 EDT,13,285
Forsyth,Georgia,2,1,0,0%,34.22493225,-84.13349923,2020-03-18 18:54 EDT,13,117
Polk,Georgia,1,0,0,0%,34.00168812,-85.18810974,2020-03-18 18:54 EDT,13,233
Charlton,Georgia,1,0,0,0%,30.78171091,-82.13776476,2020-03-18 18:54 EDT,13,49
Richmond,Georgia,1,0,0,0%,33.35962968,-82.07361638,2020-03-18 18:54 EDT,13,245
Columbia,Georgia,1,0,0,0%,33.53724806,-82.26219609,2020-03-18 18:54 EDT,13,73
Houston,Georgia,1,0,0,0%,32.45894643,-83.66617499,2020-03-18 18:54 EDT,13,153
Whitfield,Georgia,1,1,0,0%,34.80552576,-84.96721045,2020-03-18 18:54 EDT,13,313
Barrow,Georgia,1,1,0,0%,33.99322516,-83.71272533,2020-03-18 18:54 EDT,13,13
Dallas,Texas,39,11,0,0%,32.77822,-96.79512,2020-03-18 18:54 EDT,48,113
Harris,Texas,23,7,0,0%,29.85762795,-95.39311138,2020-03-18 18:54 EDT,48,201
Travis,Texas,23,6,0,0%,30.33462266,-97.78218981,2020-03-18 18:54 EDT,48,453
Fort Bend,Texas,12,2,0,0%,29.52745252,-95.77065084,2020-03-18 18:54 EDT,48,157
Collin,Texas,11,3,1,9.10%,33.1968,-96.80393,2020-03-18 18:54 EDT,48,85
Bexar,Texas,11,0,0,0%,29.44892069,-98.5200077,2020-03-18 18:54 EDT,48,29
Tarrant,Texas,8,2,1,12.50%,32.8173,-97.07655,2020-03-18 18:54 EDT,48,439
Montgomery,Texas,7,3,0,0%,30.38862,-95.69633,2020-03-18 18:54 EDT,48,339
Smith,Texas,5,0,0,0%,32.37505601,-95.26910259,2020-03-18 18:54 EDT,48,423
Hays,Texas,5,2,0,0%,30.11817,-97.87222,2020-03-18 18:54 EDT,48,209
Denton,Texas,5,3,0,0%,33.21659,-97.13162,2020-03-18 18:54 EDT,48,121
McLennan,Texas,5,5,0,0%,31.55234029,-97.20180587,2020-03-18 18:54 EDT,48,309
Galveston,Texas,4,2,0,0%,29.29532,-94.80791,2020-03-18 18:54 EDT,48,167
Williamson,Texas,4,4,0,0%,30.64806761,-97.60077209,2020-03-18 18:54 EDT,48,491
El Paso,Texas,3,0,0,0%,31.75916,-106.48749,2020-03-18 18:54 EDT,48,141
Bell,Texas,3,0,0,0%,31.03765881,-97.47807382,2020-03-18 18:54 EDT,48,27
Brazoria,Texas,3,1,0,0%,29.04971,-95.562,2020-03-18 18:54 EDT,48,39
Matagorda,Texas,3,0,1,33.30%,28.69123,-95.96755,2020-03-18 18:54 EDT,48,321
Brazos,Texas,3,2,0,0%,30.66048584,-96.30207301,2020-03-18 18:54 EDT,48,41
Lubbock,Texas,2,0,0,0%,33.61019304,-101.8204416,2020-03-18 18:54 EDT,48,303
Gregg,Texas,1,0,0,0%,32.48062462,-94.81699103,2020-03-18 18:54 EDT,48,183
Lavaca,Texas,1,0,0,0%,29.38432888,-96.93010975,2020-03-18 18:54 EDT,48,285
Bowie,Texas,1,0,0,0%,33.5594,-97.84837,2020-03-18 18:54 EDT,48,37
Webb,Texas,1,0,0,0%,32.63263,-97.07418,2020-03-18 18:54 EDT,48,479
Rusk,Texas,1,0,0,0%,31.79591,-95.14991,2020-03-18 18:54 EDT,48,401
Ellis,Texas,1,0,0,0%,32.34839289,-96.79460418,2020-03-18 18:54 EDT,48,139
Wichita,Texas,1,1,0,0%,33.98410156,-98.70169462,2020-03-18 18:54 EDT,48,485
Johnson,Texas,1,1,0,0%,32.37899029,-97.36641179,2020-03-18 18:54 EDT,48,251
Comal,Texas,1,1,0,0%,29.80818438,-98.2781952,2020-03-18 18:54 EDT,48,91
Grimes,Texas,1,1,0,0%,30.54365581,-95.98530182,2020-03-18 18:54 EDT,48,185
Fannin,Texas,1,1,0,0%,33.59309617,-96.10695931,2020-03-18 18:54 EDT,48,147
Jefferson,Texas,1,1,0,0%,29.88366401,-94.16922753,2020-03-18 18:54 EDT,48,245
DeWitt,Texas,1,1,0,0%,29.08205895,-97.3568176,2020-03-18 18:54 EDT,48,123
Montgomery,Pennsylvania,42,8,0,0%,40.21089424,-75.36736378,2020-03-18 18:54 EDT,42,91
Philadelphia,Pennsylvania,34,15,0,0%,39.95222,-75.16218,2020-03-18 18:54 EDT,42,101
Delaware,Pennsylvania,14,5,0,0%,39.9167251,-75.39898556,2020-03-18 18:54 EDT,42,45
Allegheny,Pennsylvania,12,2,0,0%,40.45082,-80.01615,2020-03-18 18:54 EDT,42,3
Cumberland,Pennsylvania,10,0,0,0%,40.16367663,-77.26538073,2020-03-18 18:54 EDT,42,41
Bucks,Pennsylvania,9,1,0,0%,40.33694044,-75.10679406,2020-03-18 18:54 EDT,42,17
Chester,Pennsylvania,9,3,0,0%,39.97320372,-75.74845154,2020-03-18 18:54 EDT,42,29
Monroe,Pennsylvania,8,0,0,0%,41.05811592,-75.33939791,2020-03-18 18:54 EDT,42,89
Pike,Pennsylvania,2,1,0,0%,41.33202501,-75.03382353,2020-03-18 18:54 EDT,42,103
Washington,Pennsylvania,2,0,0,0%,40.16752,-80.24648,2020-03-18 18:54 EDT,42,125
Beaver,Pennsylvania,2,1,0,0%,40.6964,-80.30196,2020-03-18 18:54 EDT,42,7
York,Pennsylvania,2,2,0,0%,39.91993202,-76.72645287,2020-03-18 18:54 EDT,42,133
Wayne,Pennsylvania,1,0,0,0%,41.64878798,-75.30324861,2020-03-18 18:54 EDT,42,127
Northampton,Pennsylvania,1,0,1,100%,40.6836,-75.49108,2020-03-18 18:54 EDT,42,95
Lehigh,Pennsylvania,1,0,0,0%,40.61265671,-75.59232058,2020-03-18 18:54 EDT,42,77
Luzerne,Pennsylvania,1,0,0,0%,41.28669,-75.90272,2020-03-18 18:54 EDT,42,79
Lancaster,Pennsylvania,1,1,0,0%,40.04236245,-76.24767325,2020-03-18 18:54 EDT,42,71
Lackawanna,Pennsylvania,1,1,0,0%,41.43685633,-75.60917996,2020-03-18 18:54 EDT,42,69
Berks,Pennsylvania,1,1,0,0%,40.41633729,-75.92604542,2020-03-18 18:54 EDT,42,11
Erie,Pennsylvania,1,1,0,0%,41.99166483,-80.03220618,2020-03-18 18:54 EDT,42,49
Oakland,Michigan,59,43,0,0%,42.74214,-83.16174,2020-03-18 18:54 EDT,26,125
