County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP
Mesa,Colorado,1,0,0,0%,39.16616,-108.13889,2020-03-19 20:03 EDT,8,77
Grand,Colorado,1,0,0,0%,40.10263738,-106.1182838,2020-03-19 20:03 EDT,8,49
Montgomery,Pennsylvania,47,5,0,0%,40.21089424,-75.36736378,2020-03-19 20:03 EDT,42,91
Philadelphia,Pennsylvania,34,0,0,0%,39.95222,-75.16218,2020-03-19 20:03 EDT,42,101
Allegheny,Pennsylvania,18,6,0,0%,40.45082,-80.01615,2020-03-19 20:03 EDT,42,3
Monroe,Pennsylvania,15,7,0,0%,41.05811592,-75.33939791,2020-03-19 20:03 EDT,42,89
Delaware,Pennsylvania,14,0,0,0%,39.9167251,-75.39898556,2020-03-19 20:03 EDT,42,45
Bucks,Pennsylvania,12,0,0,0%,40.33694044,-75.10679406,2020-03-19 20:03 EDT,42,17
Cumberland,Pennsylvania,11,1,0,0%,40.16367663,-77.26538073,2020-03-19 20:03 EDT,42,41
Chester,Pennsylvania,10,1,0,0%,39.97320372,-75.74845154,2020-03-19 20:03 EDT,42,29
Northampton,Pennsylvania,5,4,1,20%,40.6836,-75.49108,2020-03-19 20:03 EDT,42,95
Pike,Pennsylvania,3,1,0,0%,41.33202501,-75.03382353,2020-03-19 20:03 EDT,42,103
Washington,Pennsylvania,3,1,0,0%,40.16752,-80.24648,2020-03-19 20:03 EDT,42,125
Beaver,Pennsylvania,2,0,0,0%,40.6964,-80.30196,2020-03-19 20:03 EDT,42,7
York,Pennsylvania,2,0,0,0%,39.91993202,-76.72645287,2020-03-19 20:03 EDT,42,133
Lancaster,Pennsylvania,2,1,0,0%,40.04236245,-76.24767325,2020-03-19 20:03 EDT,42,71
Lackawanna,Pennsylvania,2,1,0,0%,41.43685633,-75.60917996,2020-03-19 20:03 EDT,42,69
Westmoreland,Pennsylvania,2,2,0,0%,40.3107724,-79.46697992,2020-03-19 20:03 EDT,42,129
Wayne,Pennsylvania,1,0,0,0%,41.64878798,-75.30324861,2020-03-19 20:03 EDT,42,127
Lehigh,Pennsylvania,1,0,0,0%,40.61265671,-75.59232058,2020-03-19 20:03 EDT,42,77
Luzerne,Pennsylvania,1,0,0,0%,41.28669,-75.90272,2020-03-19 20:03 EDT,42,79
Berks,Pennsylvania,1,0,0,0%,40.41633729,-75.92604542,2020-03-19 20:03 EDT,42,11
Erie,Pennsylvania,1,0,0,0%,41.99166483,-80.03220618,2020-03-19 20:03 EDT,42,49
Lebanon,Pennsylvania,1,1,0,0%,40.36719795,-76.45774633,2020-03-19 20:03 EDT,42,75
Oakland,Michigan,104,45,1,1%,42.74214,-83.16174,2020-03-19 20:03 EDT,26,125
Wayne,Michigan,23,0,2,8.70%,42.28515,-83.3836,2020-03-19 20:03 EDT,26,163
Macomb,Michigan,20,10,0,0%,42.69565,-82.92171,2020-03-19 20:03 EDT,26,99
Washtenaw,Michigan,14,7,0,0%,42.25322942,-83.83877634,2020-03-19 20:03 EDT,26,161
Ingham,Michigan,5,0,0,0%,42.59709245,-84.37353421,2020-03-19 20:03 EDT,26,65
Kent,Michigan,5,0,0,0%,43.03216204,-85.54929822,2020-03-19 20:03 EDT,26,81
St. Clair,Michigan,2,0,0,0%,42.83189,-82.50221,2020-03-19 20:03 EDT,26,147
Montcalm,Michigan,1,0,0,0%,43.31095473,-85.1525018,2020-03-19 20:03 EDT,26,117
Bay,Michigan,1,0,0,0%,43.70732889,-83.99203709,2020-03-19 20:03 EDT,26,17
Charlevoix,Michigan,1,0,0,0%,45.31653,-85.26072,2020-03-19 20:03 EDT,26,29
Monroe,Michigan,1,0,0,0%,41.91606,-83.3979,2020-03-19 20:03 EDT,26,115
Ottawa,Michigan,1,0,0,0%,42.96071229,-85.99516567,2020-03-19 20:03 EDT,26,139
Leelanau,Michigan,1,0,0,0%,44.93849073,-85.81182341,2020-03-19 20:03 EDT,26,89
Otsego,Michigan,1,0,0,0%,42.4606,-85.6964,2020-03-19 20:03 EDT,26,137
Jackson,Michigan,1,0,0,0%,42.24848235,-84.42344983,2020-03-19 20:03 EDT,26,75
Milwaukee,Wisconsin,47,0,0,0%,43.042,-87.90687,2020-03-19 20:03 EDT,55,79
Dane,Wisconsin,23,0,0,0%,43.2509,-89.51829,2020-03-19 20:03 EDT,55,25
Fond du Lac,Wisconsin,13,0,0,0%,43.77302,-88.44709,2020-03-19 20:03 EDT,55,39
Waukesha,Wisconsin,5,0,0,0%,43.01458,-88.23548,2020-03-19 20:03 EDT,55,133
Winnebago,Wisconsin,5,0,0,0%,44.07516,-88.52522,2020-03-19 20:03 EDT,55,139
Sheboygan,Wisconsin,4,0,0,0%,43.74978,-87.71343,2020-03-19 20:03 EDT,55,117
Kenosha,Wisconsin,4,0,0,0%,42.58808,-87.82326,2020-03-19 20:03 EDT,55,59
La Crosse,Wisconsin,3,1,0,0%,43.81267,-91.25206,2020-03-19 20:03 EDT,55,63
Washington,Wisconsin,2,0,0,0%,43.36846263,-88.23074627,2020-03-19 20:03 EDT,55,131
Brown,Wisconsin,2,0,0,0%,44.45262729,-88.00370915,2020-03-19 20:03 EDT,55,9
Pierce,Wisconsin,1,0,0,0%,44.72273325,-92.42192317,2020-03-19 20:03 EDT,55,93
Racine,Wisconsin,1,0,0,0%,42.72564,-87.78955,2020-03-19 20:03 EDT,55,101
Wood,Wisconsin,1,0,0,0%,44.47523,-90.16062,2020-03-19 20:03 EDT,55,141
Outagamie,Wisconsin,1,0,0,0%,44.41615179,-88.46497822,2020-03-19 20:03 EDT,55,87
Walworth,Wisconsin,1,0,0,0%,42.66860085,-88.54195408,2020-03-19 20:03 EDT,55,127
Ozaukee,Wisconsin,1,0,0,0%,43.38406045,-87.95080924,2020-03-19 20:03 EDT,55,89
Eau Claire,Wisconsin,1,1,0,0%,44.81658,-91.50077,2020-03-19 20:03 EDT,55,35
Bayfield,Wisconsin,1,1,0,0%,46.52358987,-91.200841,2020-03-19 20:03 EDT,55,7
Durham,North Carolina,32,5,0,0%,35.99542,-78.89644,2020-03-19 20:03 EDT,37,63
Mecklenburg,North Carolina,30,17,0,0%,35.24147789,-80.83080552,2020-03-19 20:03 EDT,37,119
Wake,North Carolina,22,0,0,0%,35.79010846,-78.65039764,2020-03-19 20:03 EDT,37,183
Harnett,North Carolina,4,0,0,0%,35.34117,-78.78837,2020-03-19 20:03 EDT,37,85
Chatham,North Carolina,3,0,0,0%,35.70262985,-79.25541576,2020-03-19 20:03 EDT,37,37
Forsyth,North Carolina,2,0,0,0%,36.13053703,-80.25630221,2020-03-19 20:03 EDT,37,67
Johnston,North Carolina,2,0,0,0%,35.51765595,-78.36573857,2020-03-19 20:03 EDT,37,101
Craven,North Carolina,2,1,0,0%,35.11728658,-77.08247035,2020-03-19 20:03 EDT,37,49
Watauga,North Carolina,2,0,0,0%,36.23101355,-81.69645582,2020-03-19 20:03 EDT,37,189
Iredell,North Carolina,2,0,0,0%,35.8311,-80.8987,2020-03-19 20:03 EDT,37,97
Cabarrus,North Carolina,1,0,0,0%,35.2372,-80.5423,2020-03-19 20:03 EDT,37,25
Onslow,North Carolina,1,0,0,0%,34.73346891,-77.42966411,2020-03-19 20:03 EDT,37,133
Wayne,North Carolina,1,0,0,0%,35.36376229,-78.0041603,2020-03-19 20:03 EDT,37,191
Brunswick,North Carolina,1,0,0,0%,34.07059384,-78.23749682,2020-03-19 20:03 EDT,37,19
Wilson,North Carolina,1,0,0,0%,35.72196,-77.91637,2020-03-19 20:03 EDT,37,195
Sampson,North Carolina,1,0,0,0%,34.99160724,-78.37157696,2020-03-19 20:03 EDT,37,163
Guilford,North Carolina,1,0,0,0%,36.07946818,-79.78897008,2020-03-19 20:03 EDT,37,81
Lincoln,North Carolina,1,0,0,0%,35.48576876,-81.23065125,2020-03-19 20:03 EDT,37,109
Gaston,North Carolina,1,0,0,0%,35.29417636,-81.18015484,2020-03-19 20:03 EDT,37,71
New Hanover,North Carolina,1,0,0,0%,34.23292157,-77.88477524,2020-03-19 20:03 EDT,37,129
Union,North Carolina,1,0,0,0%,34.98832565,-80.53074453,2020-03-19 20:03 EDT,37,179
Moore,North Carolina,1,0,0,0%,35.3106825,-79.48131025,2020-03-19 20:03 EDT,37,125
Buncombe,North Carolina,1,0,0,0%,35.61113256,-82.53009394,2020-03-19 20:03 EDT,37,21
Hoke,North Carolina,1,0,0,0%,35.01729402,-79.23716267,2020-03-19 20:03 EDT,37,93
Pitt,North Carolina,1,1,0,0%,35.59351086,-77.37466837,2020-03-19 20:03 EDT,37,147
Davidson,North Carolina,1,1,0,0%,35.79317658,-80.21270474,2020-03-19 20:03 EDT,37,57
Cuyahoga,Ohio,53,15,0,0%,41.42441485,-81.65858169,2020-03-19 20:03 EDT,39,35
Franklin,Ohio,10,3,0,0%,39.96947128,-83.00933072,2020-03-19 20:03 EDT,39,49
Butler,Ohio,8,0,0,0%,39.43863845,-84.57616769,2020-03-19 20:03 EDT,39,17
Summit,Ohio,6,2,0,0%,41.12591572,-81.53218826,2020-03-19 20:03 EDT,39,153
Lorain,Ohio,6,0,0,0%,41.4682,-82.17815,2020-03-19 20:03 EDT,39,93
Stark,Ohio,5,2,0,0%,40.81390964,-81.3656565,2020-03-19 20:03 EDT,39,151
Medina,Ohio,5,1,0,0%,41.14042,-81.86402,2020-03-19 20:03 EDT,39,103
Mahoning,Ohio,5,2,0,0%,41.01464431,-80.77623825,2020-03-19 20:03 EDT,39,99
Trumbull,Ohio,2,0,0,0%,41.31706712,-80.7611827,2020-03-19 20:03 EDT,39,155
Belmont,Ohio,2,0,0,0%,40.02955,-81.03891,2020-03-19 20:03 EDT,39,13
Lake,Ohio,2,0,0,0%,41.69640842,-81.23731889,2020-03-19 20:03 EDT,39,85
Coshocton,Ohio,2,0,0,0%,40.3016178,-81.92001377,2020-03-19 20:03 EDT,39,31
Delaware,Ohio,2,1,0,0%,40.27842038,-83.00497693,2020-03-19 20:03 EDT,39,41
Lucas,Ohio,1,0,0,0%,41.61985841,-83.65977665,2020-03-19 20:03 EDT,39,95
Tuscarawas,Ohio,1,0,0,0%,40.39758,-81.40727,2020-03-19 20:03 EDT,39,157
Geauga,Ohio,1,0,0,0%,41.49954507,-81.17858376,2020-03-19 20:03 EDT,39,55
Darke,Ohio,1,0,0,0%,40.13323815,-84.61936159,2020-03-19 20:03 EDT,39,37
Huron,Ohio,1,0,0,0%,41.14620646,-82.59834972,2020-03-19 20:03 EDT,39,77
Ashland,Ohio,1,0,0,0%,40.84598539,-82.2706822,2020-03-19 20:03 EDT,39,5
Montgomery,Ohio,1,0,0,0%,39.75468776,-84.29097551,2020-03-19 20:03 EDT,39,113
Hamilton,Ohio,1,1,0,0%,39.19604613,-84.54207829,2020-03-19 20:03 EDT,39,61
Clark,Ohio,1,1,0,0%,39.91665401,-83.78374972,2020-03-19 20:03 EDT,39,23
Miami,Ohio,1,1,0,0%,40.05344879,-84.22890719,2020-03-19 20:03 EDT,39,109
Richland,Ohio,1,1,0,0%,40.77469823,-82.53644023,2020-03-19 20:03 EDT,39,139
Montgomery,Maryland,33,2,0,0%,39.13636819,-77.20403165,2020-03-19 20:03 EDT,24,31
Prince George's,Maryland,23,3,1,4.30%,38.82838616,-76.84587073,2020-03-19 20:03 EDT,24,33
Howard,Maryland,16,8,0,0%,39.25112784,-76.9312584,2020-03-19 20:03 EDT,24,27
Baltimore,Maryland,12,2,0,0%,39.29058,-76.60926,2020-03-19 20:03 EDT,24,5
Anne Arundel,Maryland,5,1,0,0%,39.00889701,-76.60328627,2020-03-19 20:03 EDT,24,3
Harford,Maryland,3,0,0,0%,39.55444035,-76.31583955,2020-03-19 20:03 EDT,24,25
Charles,Maryland,2,0,0,0%,38.47410423,-77.01286707,2020-03-19 20:03 EDT,24,17
Carroll,Maryland,2,1,0,0%,39.5629588,-77.02246566,2020-03-19 20:03 EDT,24,13
Talbot,Maryland,1,0,0,0%,38.75926446,-76.11366953,2020-03-19 20:03 EDT,24,41
Frederick,Maryland,1,0,0,0%,39.41574,-77.41203,2020-03-19 20:03 EDT,24,21
Calvert,Maryland,1,1,0,0%,38.54020822,-76.56511395,2020-03-19 20:03 EDT,24,9
Davidson,Tennessee,58,0,0,0%,36.1695608,-86.78475676,2020-03-19 20:03 EDT,47,37
Williamson,Tennessee,24,0,0,0%,35.89382673,-86.89863959,2020-03-19 20:03 EDT,47,187
Shelby,Tennessee,10,6,0,0%,31.95656,-94.31826,2020-03-19 20:03 EDT,47,157
Hamilton,Tennessee,3,0,0,0%,35.17932044,-85.16684143,2020-03-19 20:03 EDT,47,65
Knox,Tennessee,2,0,0,0%,35.9956069,-83.93465204,2020-03-19 20:03 EDT,47,93
Sumner,Tennessee,2,0,0,0%,36.46946208,-86.46033197,2020-03-19 20:03 EDT,47,165
Sullivan,Tennessee,1,0,0,0%,36.51280182,-82.30449503,2020-03-19 20:03 EDT,47,163
Jefferson,Tennessee,1,0,0,0%,36.05717538,-83.45179448,2020-03-19 20:03 EDT,47,89
Rutherford,Tennessee,1,0,0,0%,35.84274327,-86.41675248,2020-03-19 20:03 EDT,47,149
Campbell,Tennessee,1,0,0,0%,36.40345626,-84.14936087,2020-03-19 20:03 EDT,47,13
Sevier,Tennessee,1,0,0,0%,35.78406841,-83.52422241,2020-03-19 20:03 EDT,47,155
Cheatham,Tennessee,1,0,0,0%,36.26137095,-87.08723567,2020-03-19 20:03 EDT,47,21
Robertson,Tennessee,1,0,0,0%,36.52542953,-86.87055295,2020-03-19 20:03 EDT,47,147
Fairfield,Connecticut,69,0,2,2.90%,41.16633,-73.22876,2020-03-19 20:03 EDT,9,1
Hartford,Connecticut,11,0,0,0%,41.76375,-72.67394,2020-03-19 20:03 EDT,9,3
New Haven,Connecticut,10,0,0,0%,41.30801,-72.92432,2020-03-19 20:03 EDT,9,9
Litchfield,Connecticut,5,0,0,0%,41.74626,-73.18895,2020-03-19 20:03 EDT,9,5
Middlesex,Connecticut,1,0,0,0%,41.4630666,-72.53470405,2020-03-19 20:03 EDT,9,7
Tolland,Connecticut,1,0,0,0%,41.85504483,-72.33656749,2020-03-19 20:03 EDT,9,13
Arlington,Virginia,17,3,0,0%,38.8905,-77.08629,2020-03-19 20:03 EDT,51,13
Fairfax,Virginia,16,2,0,0%,38.84179,-77.30887,2020-03-19 20:03 EDT,51,59
James City,Virginia,14,1,1,7.10%,37.31327387,-76.77335259,2020-03-19 20:03 EDT,51,95
Prince William,Virginia,11,7,0,0%,38.7024474,-77.4800235,2020-03-19 20:03 EDT,51,153
Chesterfield,Virginia,6,1,0,0%,37.37756,-77.50817,2020-03-19 20:03 EDT,51,41
Loudoun,Virginia,5,0,0,0%,39.09069908,-77.63564793,2020-03-19 20:03 EDT,51,107
Henrico,Virginia,3,1,0,0%,37.5059,-77.3324,2020-03-19 20:03 EDT,51,87
Stafford,Virginia,2,0,0,0%,38.42346,-77.40816,2020-03-19 20:03 EDT,51,179
Spotsylvania,Virginia,1,0,0,0%,38.20174,-77.58855,2020-03-19 20:03 EDT,51,177
Hanover,Virginia,1,0,0,0%,37.76881,-77.37109,2020-03-19 20:03 EDT,51,85
Prince Edward,Virginia,1,0,0,0%,37.22429738,-78.44105653,2020-03-19 20:03 EDT,51,147
York,Virginia,1,0,1,100%,37.24188617,-76.55913612,2020-03-19 20:03 EDT,51,199
Goochland,Virginia,1,0,0,0%,37.72201887,-77.91622239,2020-03-19 20:03 EDT,51,75
Charles City,Virginia,1,0,0,0%,37.34197,-77.0725,2020-03-19 20:03 EDT,51,36
Hennepin,Minnesota,32,4,0,0%,45.00575776,-93.4749321,2020-03-19 20:03 EDT,27,53
Ramsey,Minnesota,12,0,0,0%,45.01812241,-93.09961678,2020-03-19 20:03 EDT,27,123
Dakota,Minnesota,8,0,0,0%,44.67098069,-93.06667775,2020-03-19 20:03 EDT,27,37
Anoka,Minnesota,6,3,0,0%,45.19833,-93.38997,2020-03-19 20:03 EDT,27,3
Olmsted,Minnesota,6,0,0,0%,44.00379942,-92.40181819,2020-03-19 20:03 EDT,27,109
Carver,Minnesota,3,1,0,0%,44.76325,-93.62524,2020-03-19 20:03 EDT,27,19
Stearns,Minnesota,3,0,0,0%,45.55209682,-94.61375674,2020-03-19 20:03 EDT,27,145
Washington,Minnesota,3,0,0,0%,45.04110113,-92.88337857,2020-03-19 20:03 EDT,27,163
Martin,Minnesota,3,1,0,0%,43.67434914,-94.55104942,2020-03-19 20:03 EDT,27,91
Wright,Minnesota,2,0,0,0%,45.17344199,-93.9635579,2020-03-19 20:03 EDT,27,171
Nicollet,Minnesota,2,0,0,0%,44.34967975,-94.24686405,2020-03-19 20:03 EDT,27,103
Renville,Minnesota,1,0,0,0%,44.78921,-95.21243,2020-03-19 20:03 EDT,27,129
Waseca,Minnesota,1,0,0,0%,44.07804,-93.50742,2020-03-19 20:03 EDT,27,161
Benton,Minnesota,1,0,0,0%,45.7211,-93.9733,2020-03-19 20:03 EDT,27,9
Wadena,Minnesota,1,1,0,0%,46.58569452,-94.96940787,2020-03-19 20:03 EDT,27,159
Mower,Minnesota,1,1,0,0%,43.67148239,-92.75250118,2020-03-19 20:03 EDT,27,99
Rice,Minnesota,1,1,0,0%,44.35426198,-93.29671495,2020-03-19 20:03 EDT,27,131
Scott,Minnesota,1,1,0,0%,44.648511,-93.535747,2020-03-19 20:03 EDT,27,139
Washington,Oregon,25,2,1,4%,45.56005965,-123.098408,2020-03-19 20:03 EDT,41,67
Linn,Oregon,17,2,0,0%,44.4887414,-122.5343983,2020-03-19 20:03 EDT,41,43
Marion,Oregon,13,5,0,0%,44.75045,-122.94052,2020-03-19 20:03 EDT,41,47
Multnomah,Oregon,7,4,1,14.30%,45.46975,-122.70562,2020-03-19 20:03 EDT,41,51
Deschutes,Oregon,6,0,0,0%,44.15924,-121.25967,2020-03-19 20:03 EDT,41,17
Clackamas,Oregon,6,0,0,0%,45.41211,-122.56909,2020-03-19 20:03 EDT,41,5
Jackson,Oregon,2,0,0,0%,42.4321189,-122.7284862,2020-03-19 20:03 EDT,41,29
Umatilla,Oregon,2,0,0,0%,45.91768,-119.34203,2020-03-19 20:03 EDT,41,59
Yamhill,Oregon,2,0,0,0%,45.34037,-123.18787,2020-03-19 20:03 EDT,41,71
Lane,Oregon,2,0,1,50%,43.93873498,-122.8479273,2020-03-19 20:03 EDT,41,39
Klamath,Oregon,1,0,0,0%,42.69219137,-121.6433518,2020-03-19 20:03 EDT,41,35
Douglas,Oregon,1,0,0,0%,43.27977096,-123.1664872,2020-03-19 20:03 EDT,41,19
Polk,Oregon,1,0,0,0%,44.90373452,-123.4127777,2020-03-19 20:03 EDT,41,53
Clark,Nevada,69,0,1,1.40%,36.21709974,-115.0246913,2020-03-19 20:03 EDT,32,3
Washoe,Nevada,14,0,0,0%,40.68696023,-119.665991,2020-03-19 20:03 EDT,32,31
Carson City,Nevada,1,0,0,0%,39.16506,-119.76697,2020-03-19 20:03 EDT,32,510
Jefferson,Alabama,31,6,0,0%,33.55427371,-86.89648912,2020-03-19 20:03 EDT,1,73
Lee,Alabama,10,2,0,0%,32.60103513,-85.35548613,2020-03-19 20:03 EDT,1,81
Shelby,Alabama,8,4,0,0%,33.113,-86.58361,2020-03-19 20:03 EDT,1,117
Elmore,Alabama,5,1,0,0%,32.54165,-86.31093,2020-03-19 20:03 EDT,1,51
Tuscaloosa,Alabama,4,1,0,0%,33.21042,-87.56625,2020-03-19 20:03 EDT,1,125
Montgomery,Alabama,2,0,0,0%,32.38015,-86.30008,2020-03-19 20:03 EDT,1,101
Limestone,Alabama,1,0,0,0%,34.81489201,-86.97728456,2020-03-19 20:03 EDT,1,83
Baldwin,Alabama,1,0,0,0%,30.73589116,-87.72352514,2020-03-19 20:03 EDT,1,3
St. Clair,Alabama,1,0,0,0%,33.653,-86.3377,2020-03-19 20:03 EDT,1,115
Madison,Alabama,1,0,0,0%,34.76311801,-86.55018951,2020-03-19 20:03 EDT,1,89
Calhoun,Alabama,1,0,0,0%,33.77138006,-85.82610844,2020-03-19 20:03 EDT,1,15
Chambers,Alabama,1,0,0,0%,32.91425002,-85.39199738,2020-03-19 20:03 EDT,1,17
Talladega,Alabama,1,1,0,0%,33.38013838,-86.16584527,2020-03-19 20:03 EDT,1,121
Walker,Alabama,1,1,0,0%,33.7422,-87.25376,2020-03-19 20:03 EDT,1,127
Salt Lake,Utah,23,0,0,0%,40.76031,-111.88822,2020-03-19 20:03 EDT,49,35
Summit,Utah,15,0,0,0%,40.86809857,-110.9558464,2020-03-19 20:03 EDT,49,43
Davis,Utah,6,0,0,0%,40.99973617,-111.9800051,2020-03-19 20:03 EDT,49,11
Wasatch,Utah,2,0,0,0%,40.3304771,-111.1683986,2020-03-19 20:03 EDT,49,51
Cache,Utah,2,0,0,0%,41.72244399,-111.7435477,2020-03-19 20:03 EDT,49,5
Tooele,Utah,1,0,0,0%,40.53408,-112.29849,2020-03-19 20:03 EDT,49,45
Utah,Utah,1,0,0,0%,40.11356385,-111.6594534,2020-03-19 20:03 EDT,49,49
Kershaw,South Carolina,25,0,0,0%,34.33892207,-80.59029602,2020-03-19 20:03 EDT,45,55
Beaufort,South Carolina,6,0,0,0%,32.43119,-80.66993,2020-03-19 20:03 EDT,45,13
Horry,South Carolina,5,0,0,0%,33.93188,-79.1347,2020-03-19 20:03 EDT,45,51
Charleston,South Carolina,4,0,0,0%,32.78115,-79.9316,2020-03-19 20:03 EDT,45,19
Lexington,South Carolina,4,0,1,25%,33.98105,-81.23595,2020-03-19 20:03 EDT,45,63
Richland,South Carolina,4,0,0,0%,34.02145286,-80.90134504,2020-03-19 20:03 EDT,45,79
Greenville,South Carolina,3,0,0,0%,34.84827,-82.40011,2020-03-19 20:03 EDT,45,45
Lancaster,South Carolina,2,0,0,0%,34.72096,-80.77112,2020-03-19 20:03 EDT,45,57
Anderson,South Carolina,2,0,0,0%,34.50061,-82.64962,2020-03-19 20:03 EDT,45,7
Spartanburg,South Carolina,1,0,0,0%,34.94838,-81.93494,2020-03-19 20:03 EDT,45,83
Fairfield,South Carolina,1,0,0,0%,34.39518619,-81.12116934,2020-03-19 20:03 EDT,45,39
Calhoun,South Carolina,1,0,0,0%,33.67595941,-80.78363901,2020-03-19 20:03 EDT,45,17
York,South Carolina,1,0,0,0%,34.97475038,-81.18448769,2020-03-19 20:03 EDT,45,91
Lee,South Carolina,1,0,0,0%,34.16328963,-80.25444247,2020-03-19 20:03 EDT,45,61
Marion,Indiana,19,8,1,5.30%,39.78174364,-86.1384149,2020-03-19 20:03 EDT,18,97
Howard,Indiana,5,3,0,0%,40.48359609,-86.11686027,2020-03-19 20:03 EDT,18,67
Hendricks,Indiana,4,0,0,0%,39.483833,-86.068651,2020-03-19 20:03 EDT,18,63
Lake,Indiana,4,1,0,0%,41.4166063,-87.38217401,2020-03-19 20:03 EDT,18,89
Johnson,Indiana,3,0,1,33.30%,39.48998224,-86.10160833,2020-03-19 20:03 EDT,18,81
St. Joseph,Indiana,3,2,0,0%,41.61672009,-86.28991117,2020-03-19 20:03 EDT,18,141
Hamilton,Indiana,2,0,0,0%,40.07251369,-86.05201795,2020-03-19 20:03 EDT,18,57
Franklin,Indiana,2,0,0,0%,39.41487151,-85.06025193,2020-03-19 20:03 EDT,18,47
Noble,Indiana,1,0,0,0%,41.39858246,-85.41743879,2020-03-19 20:03 EDT,18,113
Adams,Indiana,1,0,0,0%,40.74565068,-84.93663421,2020-03-19 20:03 EDT,18,1
Boone,Indiana,1,0,0,0%,40.05074486,-86.46869878,2020-03-19 20:03 EDT,18,11
Wells,Indiana,1,0,0,0%,40.72919489,-85.22121595,2020-03-19 20:03 EDT,18,179
LaPorte,Indiana,1,0,0,0%,41.6106,-86.72252,2020-03-19 20:03 EDT,18,91
Floyd,Indiana,1,0,0,0%,38.3189831,-85.90692978,2020-03-19 20:03 EDT,18,43
Bartholomew,Indiana,1,0,0,0%,39.20594992,-85.8975923,2020-03-19 20:03 EDT,18,5
Clark,Indiana,1,0,0,0%,38.47741675,-85.70747393,2020-03-19 20:03 EDT,18,19
Fayette,Indiana,1,0,0,0%,39.64006518,-85.17871479,2020-03-19 20:03 EDT,18,41
Jennings,Indiana,1,0,0,0%,38.99694082,-85.62804372,2020-03-19 20:03 EDT,18,79
Tippecanoe,Indiana,1,0,0,0%,40.38856752,-86.89409188,2020-03-19 20:03 EDT,18,157
Madison,Indiana,1,1,0,0%,40.16165564,-85.71935843,2020-03-19 20:03 EDT,18,95
Wayne,Indiana,1,1,0,0%,39.86443721,-85.00984284,2020-03-19 20:03 EDT,18,177
Owen,Indiana,1,1,0,0%,39.31272984,-86.8376409,2020-03-19 20:03 EDT,18,119
Cumberland,Maine,25,1,0,0%,43.79028,-70.24612,2020-03-19 20:03 EDT,23,5
Androscoggin,Maine,3,0,0,0%,44.16587609,-70.20645861,2020-03-19 20:03 EDT,23,1
Lincoln,Maine,3,0,0,0%,44.07018534,-69.54387103,2020-03-19 20:03 EDT,23,15
Kennebec,Maine,3,2,0,0%,44.40914805,-69.76727562,2020-03-19 20:03 EDT,23,11
York,Maine,2,0,0,0%,43.47852983,-70.71542947,2020-03-19 20:03 EDT,23,31
Oxford,Maine,1,0,0,0%,44.50009572,-70.75666912,2020-03-19 20:03 EDT,23,17
Penobscot,Maine,1,0,0,0%,45.40051207,-68.64945726,2020-03-19 20:03 EDT,23,19
Hancock,Maine,1,1,0,0%,44.66861141,-68.35812311,2020-03-19 20:03 EDT,23,9
Pearl River,Mississippi,7,3,0,0%,30.7685434,-89.58975736,2020-03-19 20:03 EDT,28,109
Harrison,Mississippi,7,3,0,0%,30.51215635,-89.11668435,2020-03-19 20:03 EDT,28,47
Hinds,Mississippi,6,0,0,0%,32.26676751,-90.4426253,2020-03-19 20:03 EDT,28,49
Forrest,Mississippi,4,1,0,0%,31.18883949,-89.25783485,2020-03-19 20:03 EDT,28,35
Leflore,Mississippi,4,0,0,0%,33.55052797,-90.30106536,2020-03-19 20:03 EDT,28,83
Copiah,Mississippi,2,0,0,0%,31.8693204,-90.44885969,2020-03-19 20:03 EDT,28,29
Hancock,Mississippi,2,0,0,0%,30.4163438,-89.48879815,2020-03-19 20:03 EDT,28,45
Jackson,Mississippi,2,1,0,0%,30.54327789,-88.6359578,2020-03-19 20:03 EDT,28,59
Bolivar,Mississippi,2,0,0,0%,33.79576737,-90.87602886,2020-03-19 20:03 EDT,28,11
Coahoma,Mississippi,2,0,0,0%,34.22735359,-90.59769074,2020-03-19 20:03 EDT,28,27
Monroe,Mississippi,1,0,0,0%,33.89226612,-88.48051389,2020-03-19 20:03 EDT,28,95
Perry,Mississippi,1,0,0,0%,31.17193306,-88.99230846,2020-03-19 20:03 EDT,28,111
Madison,Mississippi,1,0,0,0%,32.63807955,-90.03502697,2020-03-19 20:03 EDT,28,89
Holmes,Mississippi,1,1,0,0%,33.12351878,-90.09205303,2020-03-19 20:03 EDT,28,51
Jones,Mississippi,1,1,0,0%,31.62253561,-89.16873777,2020-03-19 20:03 EDT,28,67
Smith,Mississippi,1,1,0,0%,32.01768129,-89.50668357,2020-03-19 20:03 EDT,28,129
Walthall,Mississippi,1,1,0,0%,31.14842844,-90.10609793,2020-03-19 20:03 EDT,28,147
Wilkinson,Mississippi,1,1,0,0%,31.16041084,-91.30894605,2020-03-19 20:03 EDT,28,157
Winston,Mississippi,1,1,0,0%,33.08842772,-89.03451565,2020-03-19 20:03 EDT,28,159
Yazoo,Mississippi,1,1,0,0%,32.7803204,-90.39643393,2020-03-19 20:03 EDT,28,163
Oklahoma,Oklahoma,18,4,0,0%,35.58268395,-97.50859936,2020-03-19 20:03 EDT,40,109
