"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Colorado","United States","221","2","0","219","2020-03-19 03:00:00 * CTY: Denver 43; Eagle 39; Jefferson 25; Arapahoe 22; Pitkin 11; Douglas 11; Gunnison 11; Boulder 11; Adams 10; Weld 9; El Paso 8; Summit 5; Larimer 4; Unassign 3; Garfield 2; Clear Creek 2; Routt 2; Pueblo 1; Mesa  1; Grand 1"
"Georgia","United States","197","4","0","193","2020-03-19 03:00:00 * CTY: Fulton 49; Cobb 28; Bartow 19; DeKalb 18; Cherokee 9; Fayette 8; Gwinnett 7; Dougherty 7; Floyd 6; Clayton 6; Lowndes 5; Clarke 5; Gordon 3; Coweta 3; Newton 3; Paulding 3; Hall 3; Forsyth 2; Troup  2; Henry 2; Lee 2; Richmond 1; Whitfield 1; Charlton 1; Barrow 1; Houston 1; Polk 1; Columbia 1"
"Pennsylvania","United States","157","1","0","156","2020-03-19 03:00:00 * CTY: Montgomery 42; Philadelphia 34; Delaware 14; Bucks 12; Allegheny 12; Cumberland 10; Chester 9; Monroe 8; Washington 2; York 2; Beaver 2; Pike 2; Lancaster 1; Lehigh  1; Erie 1; Lackawanna 1; Northampton 1; Berks 1; Luzerne  1; Wayne 1"
"Michigan","United States","119","1","0","118","2020-03-19 03:00:00 * CTY: Oakland 59; Wayne 23; Macomb 10; Washtenaw 7; Kent 5; Ingham 5; St. Clair 2; Bay  1; Montcalm 1; Monroe 1; Jackson 1; Charlevoix  1; Leelanau 1; Otsego 1; Ottawa 1"
"Wisconsin","United States","114","0","1","113","2020-03-19 03:00:00 * CTY: Milwaukee 47; Dane 23; Fond du Lac 13; Waukesha 5; Winnebago 5; Kenosha 4; Sheboygan 4; Washington 2; Brown 2; La Crosse 2; Racine 1; Pierce 1; Ozaukee  1; Outagamie 1; Wood 1; Walworth 1; unknown 1"
"Tennessee","United States","100","0","0","100","2020-03-19 03:00:00 * CTY: Davidson 58; Williamson 24; Shelby 4; Hamilton 3; Sumner 2; Knox 2; Cheatham 1; Sevier 1; Rutherford 1; Campbell 1; Jefferson 1; Robertson 1; Sullivan 1"
"Connecticut","United States","97","1","0","96","2020-03-19 03:00:00 * CTY: Fairfield 69; Hartford 11; New Haven 10; Litchfield 5; Tolland 1; Middlesex 1"
"North Carolina","United States","92","0","0","92","2020-03-19 03:00:00 * CTY: Durham 27; Wake 22; Mecklenburg 13; Harnett 4; Chatham 3; Watauga 2; Iredell 2; Johnston 2; Forsyth 2; Sampson 1; Wilson 1; Buncombe 1; Craven 1; Onslow 1; Cabarrus 1; Brunswick 1; New Hanover 1; Wayne 1; Moore 1; Gaston 1; Guilford 1; Union 1; Lincoln 1; Hoke 1"
"Ohio","United States","89","0","0","89","2020-03-19 03:00:00 * CTY: Cuyahoga 38; Butler 8; Franklin 7; Lorain 6; Medina 4; Summit 4; Stark 3; Mahoning 3; Belmont 2; Trumbull 2; Lake 2; Coshocton 2; Tuscarawas 1; Montgomery 1; Huron 1; Darke 1; Delaware 1; Lucas  1; Ashland 1; Geauga 1"
"Maryland","United States","85","1","3","81","2020-03-19 03:00:00 * CTY: Montgomery 31; Prince George's 20; Baltimore 10; Howard 8; Anne Arundel 4; Baltimore City 4; Harford 3; Charles 2; Frederick 1; Carroll 1; Talbot 1"
"Nevada","United States","84","1","0","83","2020-03-19 03:00:00 * CTY: Clark 69; Washoe 14; Carson City 1"
"Virginia","United States","79","2","0","77","2020-03-19 03:00:00 * CTY: Fairfax 14; Arlington 14; James City 13; Chesterfield 5; Loudoun 5; Virginia Beach City 4; Prince William 4; Richmond City 3; Henrico 2; Alexandria City 2; Stafford 2; Spotsylvania 1; Harrisonburg 1; Hanover 1; Charles City 1; Norfolk 1; York 1; Charlottesville City 1; Lynchburg 1; Goochland 1; Williamsburg 1; Prince Edward 1"
"Minnesota","United States","76","0","0","76","2020-03-19 03:00:00 * CTY: Hennepin 28; Ramsey 12; Dakota 8; Olmsted 6; Washington 3; Stearns 3; Anoka 3; Wright 2; Nicollet 2; Martin 2; Carver 2; Blue earth 2; Benton 1; Renville 1; Waseca 1"
"Oregon","United States","75","3","0","72","2020-03-19 03:00:00 * CTY: Washington 23; Linn 15; Marion 8; Clackamas 6; Deschutes 6; Multnomah 3; Benton 3; Jackson 2; Umatilla 2; Yamhill 2; Lane 2; Klamath 1; Douglas 1; Polk 1"
"Utah","United States","66","0","0","66","2020-03-19 03:00:00 * CTY: Salt Lake 23; Summit 15; Non-Utah resident 10; Davis 6; Weber-Morgan 4; Cache 2; Wasatch 2; Bear River 1; Utah 1; Tooele 1; Southwest Utah 1"
"South Carolina","United States","60","1","0","59","2020-03-19 03:00:00 * CTY: Kershaw 25; Beaufort 6; Horry 5; Charleston 4; Lexington 4; Richland 4; Greenville 3; Anderson  2; Lancaster 2; York 1; Calhoun 1; Fairfield 1; Lee 1; Spartanburg  1"
"Alabama","United States","52","0","0","52","2020-03-19 03:00:00 * CTY: Jefferson 25; Lee 8; Shelby 4; Elmore 4; Tuscaloosa 3; Montgomery 2; Baldwin 1; Madison 1; St. Clair 1; Dothan 1; Limestone 1; Calhoun 1"
"Maine","United States","42","0","0","42","2020-03-19 03:00:00 * CTY: Cumberland 24; unknown 7; Lincoln 3; Androscoggin 3; York 2; Kennebec 1; Penobscot 1; Oxford 1"
"District of Columbia","United States","40","0","0","40","2020-03-19 03:00:00 * CTY: Washington D.C. 40"
"New Hampshire","United States","39","0","0","39","2020-03-19 03:00:00 * CTY: Rockingham 17; Hillsborough 8; Grafton 7; Carroll 4; Berknap 2; Merrimack 1"
"Indiana","United States","39","2","0","37","2020-03-19 03:00:00 * CTY: Marion 11; Hendricks 4; Johnson 3; Lake 3; Franklin 2; Howard 2; Hamilton 2; Boone 1; Noble 1; St. Joseph 1; Bartholomew 1; LaPorte 1; Floyd 1; Wells 1; Clark 1; Adams 1; Jennings 1; Fayette 1; unknown 1"
"Iowa","United States","39","0","0","39","2020-03-19 03:00:00 * CTY: Johnson 21; Dallas 5; Polk 3; Allamakee 2; Black Hawk 1; Winneshiek 1; Pottawattamie 1; Scott 1; Harrison 1; Washington 1; Carroll 1; Adair 1"
"Arkansas","United States","37","0","0","37","2020-03-19 03:00:00 * CTY: unknown 33; Jefferson 3; Washington 1"
"Kentucky","United States","35","1","1","33","2020-03-19 03:00:00 * CTY: Fayette 8; Jefferson 8; Harrison 6; unknown 6; Montgomery 2; Clark 1; Kenton 1; Nelson 1; Lyon 1; Bourbon 1"
"Mississippi","United States","34","0","0","34","2020-03-19 03:00:00 * CTY: Hinds 6; Leflore 4; Pearl River 4; Forrest 3; Harrison 3; Bolivar 2; Desoto 2; Copiah  2; Jackson 2; Coahoma 2; Hancock 2; Monroe 1; Perry 1"
"Rhode Island","United States","33","0","0","33","2020-03-19 03:00:00 * CTY: Providence 33"
"Oklahoma","United States","31","0","0","31","2020-03-19 03:00:00 * CTY: unknown 12; Oklahoma 6; Tulsa 3; Cleveland 2; Out-of-State 2; Kay 2; Pawnee 1; Canadian 1; Jackson 1; Payne 1"
"Nebraska","United States","29","0","0","29","2020-03-19 03:00:00 * CTY: Douglas 23; Knox 2; Cass 1; Sarpy  1; Adams 1; Lincoln 1"
"Arizona","United States","29","0","1","28","2020-03-19 03:00:00 * CTY: Maricopa 11; Pinal 8; Pima 5; Navajo 3; Coconino 1; Graham 1"
"New Mexico","United States","28","0","0","28","2020-03-19 03:00:00 * CTY: Bernalillo 16; Santa Fe 5; Sandoval 4; Socorro 2; Taos 1"
"Delaware","United States","26","0","0","26","2020-03-19 03:00:00 * CTY: New Castle 17; unknown 7; Sussex 1; Kent 1"
"Missouri","United States","24","1","0","23","2020-03-19 03:00:00 * CTY: St. Louis 5; Greene 4; St. Louis City 3; Jackson 3; Cass 2; Kansas City 2; Henry 1; unknown 1; St. Charles 1; Cole 1; Boone 1"
"Kansas","United States","22","1","0","21","2020-03-19 03:00:00 * CTY: Johnson 12; Wyandotte 4; Leavenworth 2; Douglas 1; Ford 1; Butler 1; Franklin 1"
"Vermont","United States","19","0","0","19","2020-03-19 03:00:00 * CTY: unknown 6; Chittenden 4; Windsor 3; Bennington 3; Washington 1; Addison 1; Orange 1"
"Wyoming","United States","18","0","0","18","2020-03-19 03:00:00 * CTY: Fremont 8; Sheridan 4; Laramie 4; Park 1; Teton 1"
"Hawaii","United States","16","0","0","16","2020-03-19 03:00:00 * CTY: Honolulu 10; Maui 3; Kauai 2; Hawaii Island 1"
"South Dakota","United States","11","1","0","10","2020-03-19 03:00:00 * CTY: Minnehaha 5; Charles Mix 1; Beadle 1; Pennington 1; Davison 1; Bon Homme 1; McCook 1"
"Montana","United States","11","0","0","11","2020-03-19 03:00:00 * CTY: Missoula 3; Gallatin 3; Yellowstone 2; unknown 1; Silver Bow 1; Broadwater 1"
"Idaho","United States","11","0","0","11","2020-03-19 03:00:00 * CTY: Blaine  5; Ada 3; Twin Falls 1; Madison 1; Teton 1"
"Alaska","United States","9","0","0","9","2020-03-19 03:00:00 * CTY: Anchorage 4; Fairbanks North Star 3; Ketchikan Gateway 1; Seward 1"
"North Dakota","United States","7","0","0","7","2020-03-19 03:00:00 * CTY: Burleigh 2; Morton 2; Ward 2; Cass 1"
"West Virginia","United States","2","0","0","2","2020-03-19 03:00:00 * CTY: Jefferson 1; Mercer 1"
