"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Texas","United States","76","0","0","76","2020-03-16 03:00:00 * CTY: Dallas 14; Harris 13; Fort Bend 9; Collin 8; Travis 6; Smith 4; Montgomery 4; Tarrant 4; Bexar 3; El Paso 2; Brazoria 2; Gregg 1; Lavaca 1; Hays 1; Matagorda 1; Galveston 1; Denton 1; Bell 1"
"Pennsylvania","United States","66","0","0","66","2020-03-16 03:00:00 * CTY: Montgomery 24; Philadelphia 8; Delaware 7; Monroe 6; Cumberland 5; Allegheny 4; Bucks 4; Chester 2; Pike 1; Luzerne  1; Lehigh  1; Washington 1; Northampton 1; Wayne 1"
"Michigan","United States","53","0","0","53","2020-03-16 03:00:00 * CTY: Oakland 14; Wayne 13; Washtenaw 7; Macomb 5; Kent 5; Ottawa 1;  1; St. Clair 1; Montcalm 1; Bay  1; Ingham 1; Charlevoix  1; Clair 1; Monroe 1"
"Virginia","United States","45","1","0","44","2020-03-16 03:00:00 * CTY: Fairfax 10; James City 8; Arlington 8; Loudoun 5; Virginia Beach City 4; Prince William 3; Alexandria City 2; Harrisonburg 1; Prince Edward 1; Hanover 1; Chesterfield 1; Spotsylvania 1"
"Tennessee","United States","39","0","0","39","2020-03-16 03:00:00 * CTY: Davidson 17; Williamson 14; Shelby 2; Campbell 1; Rutherford 1; Knox 1; Hamilton 1; Sullivan 1; Jefferson 1"
"Oregon","United States","39","1","0","38","2020-03-16 03:00:00 * CTY: Washington 13; Linn 10; Deschutes 4; Marion 2; Jackson 2; Umatilla 2; Clackamas 1; Klamath 1; Yamhill 1; Multnomah 1; Douglas 1; Polk 1"
"Ohio","United States","37","0","0","37","2020-03-16 03:00:00 * CTY: Cuyahoga 14; Butler 6; Stark 3; Franklin 3; Trumbull 2; Summit 2; Lorain 2; Belmont 2; Medina 1; Tuscarawas 1; Lucas  1"
"Minnesota","United States","35","0","0","35","2020-03-16 03:00:00 * CTY: Hennepin 12; Ramsey 8; Dakota 3; Stearns 3; Olmsted 2; Anoka 2; Washington 1; Renville 1; Wright 1; Carver 1; Waseca 1"
"Maryland","United States","34","0","0","34","2020-03-16 03:00:00 * CTY: Montgomery 12; Prince George's 9; Baltimore 3; Baltimore City 2; Harford 2; Anne Arundel 2; Talbot 1; Charles 1; Carroll 1; Howard 1"
"Wisconsin","United States","34","0","1","33","2020-03-16 03:00:00 * CTY: Fond du Lac 11; Milwaukee 7; Dane 6; Waukesha 3; Sheboygan 3; Wood 1; Pierce 1; Racine 1; Winnebago 1"
"North Carolina","United States","33","0","0","33","2020-03-16 03:00:00 * CTY: Wake 14; Mecklenburg 4; Johnston 2; Harnett 2; Forsyth 2; Wayne 1; Cabarrus 1; Durham 1; Brunswick 1; Chatham 1; Onslow 1; Wilson 1; Craven 1; Watauga 1"
"South Carolina","United States","28","0","0","28","2020-03-16 03:00:00 * CTY: Kershaw 14; Beaufort 3; Horry 3; Lancaster 2; Anderson  2; Lexington 1; Spartanburg  1; Charleston 1; Greenville 1"
"Utah","United States","28","0","0","28","2020-03-16 03:00:00 * CTY: Salt Lake 14; Non-Utah resident 7; Davis 3; Summit 2; Southwest Utah 1; Weber-Morgan 1"
"Connecticut","United States","26","0","0","26","2020-03-16 03:00:00 * CTY: Fairfield 16; New Haven 4; Litchfield 3; Hartford 3"
"Nevada","United States","26","0","0","26","2020-03-16 03:00:00 * CTY: Clark 16; Washoe 9; Ormsby 1"
"Alabama","United States","22","0","0","22","2020-03-16 03:00:00 * CTY: Jefferson 12; Tuscaloosa 3; Shelby 2; Elmore 1; Limestone 1; Baldwin 1; Lee 1; Montgomery 1"
"Iowa","United States","22","0","0","22","2020-03-16 03:00:00 * CTY: Johnson 15; Allamakee 2; Harrison 1; Pottawattamie 1; Dallas 1; Polk 1; Carroll 1"
"Indiana","United States","21","0","0","21","2020-03-16 03:00:00 * CTY: Marion 6; Johnson 3; Hendricks 2; Wells 1; Adams 1; Boone 1; Floyd 1; Hamilton 1; Noble 1; Hancock 1; St. Joseph 1; Howard 1; LaPorte 1"
"Kentucky","United States","21","0","0","21","2020-03-16 03:00:00 * CTY: Harrison 6; Jefferson 6; Fayette 5; Montgomery 2; Clark 1; Nelson 1"
"Rhode Island","United States","20","0","0","20","2020-03-16 03:00:00 * CTY: Providence 20"
"Nebraska","United States","18","0","0","18","2020-03-16 03:00:00 * CTY: Douglas 16; Cass 1; Knox 1"
"New Mexico","United States","17","0","0","17","2020-03-16 03:00:00 * CTY: Bernalillo 10; Santa Fe 3; Sandoval 2; Socorro 2"
"District of Columbia","United States","17","0","0","17","2020-03-16 03:00:00 * CTY: Washington D.C. 17"
"Arkansas","United States","16","0","0","16","2020-03-16 03:00:00 * CTY:  9; unknown 4; Jefferson 3"
"Arizona","United States","13","0","1","12","2020-03-16 03:00:00 * CTY: Pinal 5; Maricopa 4; Pima 3; Graham 1"
"New Hampshire","United States","13","0","0","13","2020-03-16 03:00:00 * CTY: Rockingham 9; Grafton 3; Hillsborough 1"
"Maine","United States","12","0","0","12","2020-03-16 03:00:00 * CTY:  5; Cumberland 5; Lincoln 1; Androscoggin 1"
"Mississippi","United States","10","0","0","10","2020-03-16 03:00:00 * CTY:  4; Forrest 3; Pearl River 1; Leflore 1; Copiah  1"
"South Dakota","United States","9","1","0","8","2020-03-16 03:00:00 * CTY: Minnehaha 3; Davidson 1; McCook 1; Charles Mix 1; Beadle 1; Bon Homme 1; Pennington 1"
"Kansas","United States","9","1","0","8","2020-03-16 03:00:00 * CTY: Johnson 6; Butler 1; Franklin 1; Wyandotte 1"
"Vermont","United States","8","0","0","8","2020-03-16 03:00:00 * CTY: Windsor 3; Bennington 2; Chittenden 2; Washington 1"
"Delaware","United States","7","0","0","7","2020-03-16 03:00:00 * CTY: New Castle 7"
"Montana","United States","7","0","0","7","2020-03-16 03:00:00 * CTY: Missoula 2; Lewis and Clark 1; Yellowstone 1; Gallatin 1; Silver Bow 1; unknown 1"
"Oklahoma","United States","7","0","0","7","2020-03-16 03:00:00 * CTY: Tulsa 3; Cleveland 1; Payne 1; Jackson 1; Oklahoma 1"
"Hawaii","United States","7","0","0","7","2020-03-16 03:00:00 * CTY: Honolulu 4; Kauai 2; Maui 1"
"Idaho","United States","5","0","0","5","2020-03-16 03:00:00 * CTY: Ada 2; Unknown 1; Blaine  1; Teton 1"
"Missouri","United States","5","0","0","5","2020-03-16 03:00:00 * CTY: Greene 2; St. Louis 2; Henry 1"
"Wyoming","United States","3","0","0","3","2020-03-16 03:00:00 * CTY: Sheridan County 1; Sheridan 1; Fremont 1"
"North Dakota","United States","1","0","0","1","2020-03-16 03:00:00 * CTY: Ward 1"
"Alaska","United States","1","0","0","1","2020-03-16 03:00:00 * CTY: Anchorage 1"
