"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Pennsylvania","United States","82","0","0","82","2020-03-17 03:00:00 * CTY: Montgomery 30; Philadelphia 10; Monroe 8; Delaware 7; Bucks 7; Allegheny 6; Cumberland 5; Chester 2; Lehigh  1; Beaver 1; Wayne 1; Northampton 1; Luzerne  1; Washington 1; Pike 1"
"Michigan","United States","58","0","0","58","2020-03-17 03:00:00 * CTY: Wayne 14; Oakland 14; Washtenaw 7; Macomb 6; Kent 5; Ingham 3; St. Clair 2; Bay  1; Montcalm 1; Grand Traverse 1; Monroe 1; Charlevoix  1; Otsego 1; Ottawa 1"
"Minnesota","United States","54","0","0","54","2020-03-17 02:00:00 * CTY: Hennepin 22; Ramsey 10; Dakota 5; Stearns 3; Anoka 3; Olmsted 3; Washington 2; Wright 1; Carver 1; Blue earth 1; Renville 1; Benton 1; Waseca 1"
"Tennessee","United States","52","0","0","52","2020-03-17 02:00:00 * CTY: Davidson 25; Williamson 18; Shelby 2; Sullivan 1; Hamilton 1; Sevier 1; Rutherford 1; Jefferson 1; Knox 1; Campbell 1"
"Virginia","United States","52","2","0","50","2020-03-17 02:00:00 * CTY: James City 10; Fairfax 10; Arlington 9; Loudoun 5; Virginia Beach City 4; Prince William 3; Chesterfield 2; Alexandria City 2; Henrico 1; Spotsylvania 1; Harrisonburg 1; Hanover 1; Prince Edward 1; Charlottesville City 1; Stafford 1; York 0"
"Oregon","United States","51","1","0","50","2020-03-17 03:00:00 * CTY: Washington 14; Linn 14; Deschutes 6; Marion 3; Jackson 2; Benton 2; Multnomah 2; Clackamas 2; Umatilla 2; Yamhill 1; Klamath 1; Douglas 1; Polk 1"
"Ohio","United States","50","0","0","50","2020-03-17 02:00:00 * CTY: Cuyahoga 24; Butler 6; Lorain 3; Stark 3; Franklin 3; Medina 2; Trumbull 2; Belmont 2; Summit 2; Tuscarawas 1; Geauga 1; Lucas  1"
"Wisconsin","United States","48","0","1","47","2020-03-17 02:00:00 * CTY: Milwaukee 13; Fond du Lac 11; Dane 10; Winnebago 3; Waukesha 3; Sheboygan 3; Racine 1; Pierce 1; Outagamie 1; Wood 1; Kenosha 1"
"Nevada","United States","45","1","0","44","2020-03-17 02:00:00 * CTY: Clark 35; Washoe 9; Ormsby 1"
"Maryland","United States","42","0","3","39","2020-03-17 02:00:00 * CTY: Montgomery 15; Prince George's 10; Howard 4; Baltimore 4; Baltimore City 2; Harford 2; Charles 1; Anne Arundel 1; Talbot 1; Frederick 1; Carroll 1"
"Connecticut","United States","41","0","0","41","2020-03-17 02:00:00 * CTY: Fairfield 29; New Haven 4; Hartford 4; Litchfield 4"
"Utah","United States","41","0","0","41","2020-03-17 03:00:00 * CTY: Salt Lake 16; Non-Utah resident 10; Summit 6; Davis 4; Weber-Morgan 2; Tooele 1; Wasatch 1; Southwest Utah 1"
"North Carolina","United States","41","0","0","41","2020-03-17 03:00:00 * CTY: Wake 15; Mecklenburg 7; Harnett 4; Johnston 2; Forsyth 2; Sampson 1; Craven 1; Wilson 1; Watauga 1; Onslow 1; Chatham 1; Cabarrus 1; Wayne 1; Durham 1; Brunswick 1; Iredell 1"
"South Carolina","United States","34","1","0","33","2020-03-17 02:00:00 * CTY: Kershaw 15; unknown 3; Horry 3; Beaufort 3; Anderson  2; Lexington 2; Lancaster 2; Georgetown 1; Greenville 1; Charleston 1; Spartanburg  1"
"Alabama","United States","29","0","0","29","2020-03-17 02:00:00 * CTY: Jefferson 17; Tuscaloosa 3; Shelby 3; Montgomery 2; Lee 1; Baldwin 1; Elmore 1; Limestone 1"
"Indiana","United States","25","1","0","24","2020-03-17 02:00:00 * CTY: Marion 7; Hendricks 3; Johnson 3; Howard 2; Hancock 1; St. Joseph 1; Noble 1; Boone 1; Bartholomew 1; LaPorte 1; Hamilton 1; Floyd 1; Wells 1; Adams 1"
"Kentucky","United States","25","1","1","23","2020-03-17 02:00:00 * CTY: Fayette 7; Jefferson 7; Harrison 6; Montgomery 2; Clark 1; Nelson 1; Bourbon 1"
"Iowa","United States","23","0","0","23","2020-03-17 02:00:00 * CTY: Johnson 15; Allamakee 2; Dallas 2; Pottawattamie 1; Polk 1; Harrison 1; Carroll 1"
"District of Columbia","United States","22","0","0","22","2020-03-17 02:00:00 * CTY: Washington D.C. 22"
"Arkansas","United States","22","0","0","22","2020-03-17 02:00:00 * CTY: unknown 10;  9; Jefferson 3"
"New Mexico","United States","21","0","0","21","2020-03-17 02:00:00 * CTY: Bernalillo 14; Santa Fe 3; Sandoval 2; Socorro 2"
"Rhode Island","United States","21","0","0","21","2020-03-17 02:00:00 * CTY: Providence 21"
"Nebraska","United States","18","0","0","18","2020-03-17 02:00:00 * CTY: Douglas 16; Knox 1; Cass 1"
"Arizona","United States","18","0","1","17","2020-03-17 02:00:00 * CTY: Maricopa 8; Pinal 5; Pima 4; Graham 1"
"Maine","United States","17","0","0","17","2020-03-17 02:00:00 * CTY: Cumberland 13; Lincoln 2; Konx 1; Androscoggin 1"
"New Hampshire","United States","17","0","0","17","2020-03-17 02:00:00 * CTY: Rockingham 10; Grafton 5; Carroll 1; Hillsborough 1"
"Mississippi","United States","12","0","0","12","2020-03-17 02:00:00 * CTY: Forrest 3; Copiah  2; Pearl River 2; Hinds 2; Leflore 1; Monroe 1; Hancock 1"
"Vermont","United States","12","0","0","12","2020-03-17 02:00:00 * CTY: Chittenden 4; Windsor 3; Bennington 3; Orange 1; Washington 1"
"Kansas","United States","11","1","0","10","2020-03-17 02:00:00 * CTY: Johnson 8; Wyandotte 1; Butler 1; Franklin 1"
"Oklahoma","United States","10","0","0","10","2020-03-17 03:00:00 * CTY: Tulsa 3; Cleveland 2; Kay 1; Canadian 1; Payne 1; Oklahoma 1; Jackson 1"
"Wyoming","United States","10","0","0","10","2020-03-17 03:00:00 * CTY: Fremont 8; Sheridan County 1; Sheridan 1"
"South Dakota","United States","10","1","0","9","2020-03-17 03:00:00 * CTY: Minnehaha 4; Charles Mix 1; Beadle 1; Pennington 1; Davidson 1; McCook 1; Bon Homme 1"
"Hawaii","United States","10","0","0","10","2020-03-17 02:00:00 * CTY: Honolulu 6; Maui 2; Kauai 2"
"Montana","United States","9","0","0","9","2020-03-17 02:00:00 * CTY: Missoula 3; Yellowstone 2; Gallatin 1; unknown 1; Silver Bow 1; Broadwater 1"
"Missouri","United States","9","0","0","9","2020-03-17 03:00:00 * CTY: Greene 3; St. Louis 3; Henry 1; Cass 1; St. Louis City 1"
"Delaware","United States","8","0","0","8","2020-03-17 02:00:00 * CTY: New Castle 8"
"Idaho","United States","5","0","0","5","2020-03-17 02:00:00 * CTY: Ada 2; Unknown 1; Blaine  1; Teton 1"
"Alaska","United States","3","0","0","3","2020-03-17 03:00:00 * CTY: Fairbanks North Star 2; Anchorage 1"
"North Dakota","United States","1","0","0","1","2020-03-17 02:00:00 * CTY: Ward 1"
