"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Wisconsin","United States","282","4","0","278","2020-03-22 03:00:00 * CTY: Milwaukee 126; Dane 49; Waukesha 20; Fond du Lac 15; Ozaukee 11; Sheboygan 6; Kenosha 5; Columbia 5; La Crosse 5; Winnebago 5; Racine 4; Walworth 3; Washington 3; Brown 3; Eau Claire 3; Rock 3; St. Croix 2; Outagamie 2; Sauk 2; Jefferson 1; Bayfield 1; Green 1; Marathon 1; Calumet  1; Douglas 1; Pierce 1; Dunn 1; Chippewa 1; Wood 1"
"Ohio","United States","250","3","0","247","2020-03-22 03:00:00 * CTY: Cuyahoga 92; Franklin 21; Butler 16; Summit 15; Lorain 14; Mahoning 14; Miami 11; Medina 9; Stark 8; Hamilton  8; Delaware 4; Lake 4; Lucas  4; Trumbull 3; Clermont 2; Columbiana  2; Defiance 2; Warren 2; Coshocton 2; Belmont 2; Huron 1; Licking 1; Marion 1; Ashland 1; Ashtabula 1; Out of state 1; Richland 1; Gallia 1; Tuscarawas 1; Darke 1; Montgomery 1; Clark 1; Erie 1; Geauga 1; Union 1"
"Connecticut","United States","223","5","0","218","2020-03-22 03:00:00 * CTY: Fairfield 140; Hartford 35; New Haven 24; Litchfield 11; Middlesex 6; Tolland 5; Windham 1; New London 1"
"Maryland","United States","194","3","0","191","2020-03-22 03:00:00 * CTY: Montgomery 68; Prince George's 36; Howard 19; Baltimore 19; Anne Arundel 15; Baltimore City 15; Harford 5; Charles 4; Carroll 3; Wicomico 2; Queen Anne's 1; Calvert 1; Frederick 1; Washington 1; Worcester 1; Caroline 1; Somerset 1; Talbot 1"
"South Carolina","United States","174","3","0","171","2020-03-22 03:00:00 * CTY: Kershaw 43; Richland 27; Greenville 17; Beaufort 13; Lexington 12; Anderson 10; Charleston 9; Horry 9; Greenwood 3; Orangeburg 3; Lancaster 3; Sumter 3; York 2; Darlington 2; Spartanburg 2; Newberry 1; Fairfield 1; Colleton 1; Aiken 1; Abbeville 1; Florence 1; Dorchester 1; Calhoun 1; Pickens 1; Berkeley 1; Marlboro 1; Dillon 1; Clarendon 1; Lee 1; Saluda 1; Edgefield 1"
"Virginia","United States","158","3","0","155","2020-03-22 03:00:00 * CTY: Arlington 22; Fairfax 22; James City 20; Prince William 14; Loudoun 14; Henrico 7; Chesterfield 7; Richmond City 6; Virginia Beach City 5; Alexandria City 5; Williamsburg 4; Norfolk 3; Charlottesville City 3; York 3; Stafford 2; Gloucester 2; Newport News 2; Lee 2; Mecklenburg 1; Hanover 1; Harrisonburg 1; Albemarle 1; Botetourt 1; Spotsylvania 1; Suffolk 1; Goochland 1; Franklin 1; Accomack 1; Prince Edward 1; Isle of Wight 1; Rockbridge 1; Portsmouth City 1; Charles City 1"
"Nevada","United States","157","2","0","155","2020-03-22 03:00:00 * CTY: Clark 126; Washoe 25; unknown 3; Carson City 2; Elko  1"
"Mississippi","United States","140","1","0","139","2020-03-22 03:00:00 * CTY: Hinds 14; Desoto 13; Harrison 10; Pearl River 9; Madison 7; Rankin 7; Leflore 7; Forrest 5; Jackson 5; Coahoma 5; Lee 5; Lowndes 4; Hancock 4; Itawamba 3; Tippah 3; Holmes 3; Bolivar 2; Lafayette 2; Pike 2; Franklin 2; Copiah  2; Monroe 2; Marshall 2; Grenada 1; Leake 1; Lawrence 1; Perry 1; Union 1; Walthall 1; Washington 1; Yazoo 1; Simpson 1; Wilkinson 1; Adams 1; Attala 1; Winston 1; Humphreys 1; Tunica 1; Smith 1; Jones 1; George 1; Webster 1; Panola 1; Clay 1; Lincoln 1"
"Minnesota","United States","137","1","0","136","2020-03-22 03:00:00 * CTY: Hennepin 52; Ramsey 17; Olmsted 12; Dakota 7; Martin 5; Anoka 5; Stearns 4; Washington 4; Wright 3; Carver 3; Blue earth 3; Mower 3; Nicollet 2; Steele 2; Scott 2; Filmore 2; unassign  1; Waseca 1; Benton 1; Chisago 1; Renville 1; St. Louis 1; Rice 1; Jackson 1; Clay 1; Dodge 1; Wabasha\t 1"
"Oregon","United States","137","4","0","133","2020-03-22 03:00:00 * CTY: Washington 42; Linn 19; Marion 19; Multnomah 18; Clackamas 11; Deschutes 9; Yamhill 4; Lane 3; Jackson 2; Benton 2; Umatilla 2; Grant 1; Klamath 1; Polk 1; Union 1; Josephine 1; Douglas 1"
"Utah","United States","136","0","0","136","2020-03-22 03:00:00 * CTY: Salt Lake 57; Summit 32; Davis 14; Non-Utah resident 11; Wasatch 7; Weber-Morgan 6; Utah 3; Cache 2; Tooele 2; Box Elder 1; Southwest Utah 1"
"Alabama","United States","131","0","0","131","2020-03-22 03:00:00 * CTY: Jefferson 61; Shelby 16; Lee 12; Madison 9; Elmore 6; Tuscaloosa 6; Montgomery 3; Baldwin 2; Lauderdale 2; Cullman 2; Mobile 2; St. Clair 1; Lamar 1; Walker 1; Calhoun 1; Talladega 1; Washington 1; Jackson 1; Chambers 1; Limestone 1; Marion 1"
"Indiana","United States","129","4","0","125","2020-03-22 03:00:00 * CTY: Marion 46; Hamilton 10; Johnson 7; Lake 7; St. Joseph 6; Hendricks 6; Howard 5; Floyd 5; Clark 4; Allen 4; Delaware  2; Vigo 2; Franklin 2; LaPorte 2; Boone 2; Tippecanoe 2; Noble 1; Vanderburgh 1; Owen 1; Wayne 1; Grant 1; Greene 1; Jennings 1; Hancock 1; Scott 1; Madison 1; Fayette 1; Bartholomew 1; Elkhart 1; Adams 1; Shelby 1; Monroe 1; Wells 1"
"Arkansas","United States","122","0","0","122","2020-03-22 03:00:00 * CTY: unknown 118; Jefferson 3; Washington 1"
"Arizona","United States","104","1","0","103","2020-03-22 03:00:00 * CTY: Maricopa 49; Pinal 14; Pima 12; Coconino 11; Navajo 10; Apache 3; Yuma 1; Santa Cruz 1; Graham 1; Yavapai 1; Cochise 1"
"District of Columbia","United States","98","1","0","97","2020-03-22 03:00:00 * CTY: District of Columbia 98"
"Kentucky","United States","87","3","0","84","2020-03-22 03:00:00 * CTY: Jefferson 25; unknown 23; Fayette 10; Harrison 7; Pulaski 2; Bourbon 2; Henderson 2; Montgomery 2; Clark 2; Warren 2; Nelson 1; Christian 1; Hardin 1; Anderson 1; Lyon 1; Daviess 1; Calloway 1; Franklin 1; Kenton 1; Oldham 1"
"Missouri","United States","86","3","0","83","2020-03-22 03:00:00 * CTY: St. Louis 17; Boone 15; Kansas City 12; Jackson 8; Greene 8; St. Louis City 7; Cass 6; Cole 3; St. Charles 2; Christian 2; Pulaski 1; Henry 1; Adair 1; Dunklin 1; Scott 1; Jasper 1"
"Maine","United States","70","0","0","70","2020-03-22 03:00:00 * CTY: Cumberland 41; York 8; Kennebec 4; Lincoln 4; Oxford 4; unknown 3; Androscoggin 3; Penobscot 2; Sagadahoc 1"
"Iowa","United States","70","0","0","70","2020-03-22 03:00:00 * CTY: Johnson 27; Polk 10; Allamakee 5; Dallas 5; Linn 3; Black Hawk 3; Pottawattamie 2; Dubuque 2; Muscatine 2; Washington 2; Harrison 1; Winneshiek 1; Henry 1; Carroll 1; Fayette 1; Scott 1; Woodbury 1; Adair 1; Story 1"
"Rhode Island","United States","66","0","0","66","2020-03-22 03:00:00 * CTY: Providence 30; unknown 12; Newport 8; Washington 8; Bristol 4; Kent 4"
"New Hampshire","United States","65","0","0","65","2020-03-22 03:00:00 * CTY: Rockingham 25; Grafton 13; Hillsborough 11; Carroll 5; Merrimack 4; Berknap 3; Coos 1; Strafford 1; Cheshire 1; Nashua 1"
"New Mexico","United States","57","0","0","57","2020-03-22 03:00:00 * CTY: Bernalillo 32; Santa Fe 8; Sandoval 7; Taos 3; Dona Ana 2; Socorro 2; San Miguel 1; McKinley 1; Lea 1"
"Kansas","United States","57","2","0","55","2020-03-22 03:00:00 * CTY: Johnson 25; Wyandotte 13; Leavenworth 4; Douglas 3; Butler 2; Morris 2; Jackson 1; Riley 1; Franklin 1; Sedgwick 1; Mitchell 1; Linn 1; Reno 1; Cherokee 1; Ford 0"
"Oklahoma","United States","53","1","0","52","2020-03-22 03:00:00 * CTY: Oklahoma 20; Cleveland 12; Tulsa 5; Kay 3; Canadian 2; Garvin 2; Pawnee 2; Custer 1; Grady 1; Washington 1; McClain 1; Payne 1; Jackson 1; Logan 1"
"Nebraska","United States","51","0","0","51","2020-03-22 03:00:00 * CTY: Douglas 34; Sarpy  5; Lincoln 3; Knox 2; Lancaster 2; Buffalo  2; Adams 1; Cass 1; Nemaha 1"
"Vermont","United States","49","2","0","47","2020-03-22 03:00:00 * CTY: Chittenden 22; Windsor 9; Orange 4; Bennington 4; Addison 3; Franklin 2; Rutland 2; Washington 2; Windham 1"
"Hawaii","United States","48","0","0","48","2020-03-22 03:00:00 * CTY: Honolulu 35; Maui 7; Kauai 3; Hawaii Island 3"
"Delaware","United States","45","0","0","45","2020-03-22 03:00:00 * CTY: New Castle 32; Sussex 8; Kent 5"
"Idaho","United States","42","0","0","42","2020-03-22 03:00:00 * CTY: Blaine 21; Ada 11; Kootenai 3; Bingham 2; Teton 2; Canyon 1; Madison 1; Twin Falls 1"
"Montana","United States","30","0","0","30","2020-03-22 03:00:00 * CTY: Gallatin 7; Yellowstone 5; Cascade 3; Lewis and Clark 3; Missoula 3; Silver Bow 2; Flathead 2; Roosevelt 1; Ravalli 1; Madison 1; unknown 1; Broadwater 1"
"North Dakota","United States","28","0","0","28","2020-03-22 03:00:00 * CTY: Burleigh 15; Morton 7; Ward 3; Ramsey 1; Cass 1; Pierce 1"
"Wyoming","United States","24","0","0","24","2020-03-22 03:00:00 * CTY: Fremont 9; Laramie 5; Sheridan 4; Teton 2; Natrona 1; Campbell 1; Park 1; Carbon 1"
"Alaska","United States","21","0","0","21","2020-03-22 03:00:00 * CTY: Fairbanks North Star 7; Ketchikan Gateway 6; Anchorage 5; Soldotna 1; Sterling 1; Seward 1"
"South Dakota","United States","14","1","0","13","2020-03-22 03:00:00 * CTY: Minnehaha 5; Beadle 4; Charles Mix 1; Bon Homme 1; McCook 1; Pennington 1; Davison 1"
"West Virginia","United States","12","0","0","12","2020-03-22 03:00:00 * CTY: Jefferson 2; Mercer 2; Marshall 2; Tucker 2; Monongalia 1; Putnam 1; Kanawha 1; Jackson 1"
"USA (Aggregate Recovered)","United States","0","0","176","-176","2020-03-22 03:00:00"
