"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Texas","United States","429","5","0","424","2020-03-21 02:00:00 * CTY: Dallas 74; Travis 58; Harris-Non Houston 36; Tarrant 29; Bexar 29; Collin 27; Fort Bend 24; Harris-Houston 19; Denton 15; McLennan 13; Montgomery 10; Brazoria 10; Williamson 8; Bell 7; Hays 6; El Paso 6; Brazos 6; Galveston 6; Smith 5; Wichita 4; Matagorda 3; unknown 3; Brown 2; Lubbock 2; Randall 2; Comal 2; Fayette 1; Lavaca 1; Midland 1; Bowie 1; DeWitt 1; Rusk 1; Hockley 1; Kendall 1; Jefferson 1; Crane 1; Milam 1; Castro 1; Ellis 1; Lamar 1; Guadalupe 1; Gregg 1; Fannin 1; Webb 1; Cameron 1; Oldham 1; Johnson 1; Van Zandt 1; Grimes 1"
"Massachusetts","United States","413","1","1","411","2020-03-21 02:00:00 * CTY: Middlesex 144; Suffolk 86; Norfolk 64; Essex 29; Berkshire 20; unknown 19; Worcester 19; Plymouth 11; Barnstable 9; Bristol 6; Hampden 3; Hampshire 2; Franklin 1"
"Colorado","United States","363","4","0","359","2020-03-21 02:00:00 * CTY: Denver 67; Eagle 61; Jefferson 37; Arapahoe 29; El Paso 27; unknown 20; Douglas 17; Boulder 16; Weld 15; Pitkin 14; Gunnison 13; Adams 12; Summit 7; Larimer 7; Garfield 4; Grand 3; Routt 2; Pueblo 2; Clear Creek 2; Broomfield 2; Morgan 2; Park 1; Yuma 1; Mesa  1; Crowley 1"
"Pennsylvania","United States","311","1","0","310","2020-03-21 02:00:00 * CTY: Montgomery 68; Philadelphia 67; Allegheny 28; Bucks 24; Delaware 23; Monroe 19; Chester 17; Cumberland 11; Northampton 10; York 6; Berks 5; Adams 4; Westmoreland 4; Lackawanna 4; Washington 3; Pike 3; Beaver 3; Lancaster 2; Luzerne  2; Lehigh  2; Potter 1; Wayne 1; Centre 1; Franklin 1; Erie 1; Lebanon 1"
"Tennessee","United States","263","1","0","262","2020-03-21 02:00:00 * CTY: Davidson 101; unknown 43; Out-of-state 40; Williamson 35; Sumner 11; Hamilton 5; Shelby 4; Washington 2; Knox 2; Cumberland 2; Cheatham 2; Dickson 1; Jefferson 1; Carroll 1; Bradley 1; Greene 1; Dyer 1; Wilson 1; Campbell 1; Rutherford 1; Anderson 1; Montgomery 1; Sevier 1; Sullivan 1; Fayette 1; Robertson 1; Blount 1"
"Wisconsin","United States","210","3","1","206","2020-03-21 02:00:00 * CTY: Milwaukee 85; Dane 32; Waukesha 15; Fond du Lac 14; Ozaukee 7; Sheboygan 6; Winnebago 5; Columbia 5; La Crosse 4; Eau Claire 4; Kenosha 4; Walworth 3; Washington 3; Racine 3; St. Croix 2; Sauk 2; Rock 2; Outagamie 2; Brown 2; Marathon 1; Dunn 1; Green 1; Chippewa 1; Bayfield 1; Jefferson 1; Calumet  1; Douglas 1; Pierce 1; Wood 1"
"Connecticut","United States","194","4","0","190","2020-03-21 02:00:00 * CTY: Fairfield 122; Hartford 29; New Haven 23; Litchfield 8; Middlesex 5; Tolland 4; Windham 2; New London 1"
"North Carolina","United States","188","0","0","188","2020-03-21 02:00:00 * CTY: Mecklenburg 43; Durham 39; Wake 32; Forsyth 7; Harnett 6; Union 6; Guilford 4; Orange 4; Franklin 4; Johnston 3; Chatham 3; Pitt 2; Craven 2; Brunswick 2; Watauga 2; Cumberland 2; Moore 2; Rowan 2; Cabarrus 2; Iredell 2; Wilson 2; Hoke 1; Lincoln 1; Davidson 1; New Hanover 1; Sampson 1; Wayne 1; Buncombe 1; Pasquotank 1; Stanley 1; Chowan 1; Carteret 1; Alamance 1; Onslow 1; Gaston 1; Catawba 1; Lee 1; Cleveland 1"
"Ohio","United States","174","3","0","171","2020-03-21 02:00:00 * CTY: Cuyahoga 69; Franklin 14; Butler 12; Lorain 10; Summit 10; Hamilton  7; Mahoning 7; Stark 6; Medina 6; Trumbull 3; Lake 3; Coshocton 2; Belmont 2; Lucas  2; Delaware 2; Warren 2; Miami 2; Geauga 1; Richland 1; Union 1; Out of state 1; Ashtabula 1; Ashland 1; Marion 1; Defiance 1; Huron 1; Darke 1; Montgomery 1; Tuscarawas 1; Clark 1; Erie 1; Licking 1"
"Nevada","United States","161","2","0","159","2020-03-21 02:00:00 * CTY: Clark 126; unknown 18; Washoe 14; Carson City 2; Elko  1"
"Maryland","United States","149","2","3","144","2020-03-21 02:00:00 * CTY: Montgomery 51; Prince George's 31; Howard 18; Baltimore 13; Baltimore City 11; Anne Arundel 9; Harford 5; Carroll 4; Charles 2; Calvert 1; Talbot 1; Worcester 1; Wicomico 1; Frederick 1"
"South Carolina","United States","126","3","0","123","2020-03-21 02:00:00 * CTY: Kershaw 36; Richland 22; Greenville 12; Beaufort 8; Lexington 8; Horry 8; Charleston 6; Anderson  6; Lancaster 3; Orangeburg 2; Clarendon 1; Lee 1; Florence 1; Abbeville 1; Aiken 1; Saluda 1; Fairfield 1; Darlington 1; Calhoun 1; Berkeley 1; Sumter 1; York 1; Dorchester 1; Spartanburg  1; Pickens 1"
"Virginia","United States","125","2","0","123","2020-03-21 02:00:00 * CTY: James City 19; Arlington 17; Fairfax 16; Prince William 12; Loudoun 9; Chesterfield 6; Richmond City 5; Virginia Beach City 5; Williamsburg 4; Henrico 3; Alexandria City 3; York 3; Charlottesville City 3; Stafford 2; Prince Edward 1; Newport News 1; Rockbridge 1; Albemarle 1; Portsmouth City 1; Harrisonburg 1; Hanover 1; Charles City 1; Wight 1; Goochland 1; Spotsylvania 1; Franklin 1; Mecklenburg 1; Accomack 1; Botetourt 1; Gloucester 1; Norfolk 1; Suffolk 1"
"Minnesota","United States","115","0","0","115","2020-03-21 02:00:00 * CTY: Hennepin 45; Ramsey 16; Olmsted 11; Dakota 7; Anoka 5; Martin 4; Stearns 4; Carver 3; Washington 3; Wright 2; Blue earth 2; Nicollet 2; Filmore 2; Scott 2; Chisago 1; Benton 1; Waseca 1; Clay 1; Mower 1; Renville 1; Rice 1"
"Oregon","United States","114","3","0","111","2020-03-21 02:00:00 * CTY: Washington 31; Linn 18; Marion 17; Multnomah 12; Clackamas 10; Deschutes 8; Yamhill 4; Benton 3; Umatilla 2; Lane 2; Jackson 2; Union 1; Grant 1; Klamath 1; Douglas 1; Polk 1"
"Utah","United States","112","0","0","112","2020-03-21 02:00:00 * CTY: Salt Lake 44; Summit 28; Davis 12; Non-Utah resident 10; Weber-Morgan 6; Wasatch 4; Tooele 2; Utah 2; Cache 2; Southwest Utah 1; Box Elder 1"
"Alabama","United States","106","0","0","106","2020-03-21 02:00:00 * CTY: Jefferson 50; Lee 11; Shelby 10; Madison 7; Elmore 5; Tuscaloosa 4; Mobile 3; Montgomery 3; Baldwin 2; Chambers 2; Lamar 1; Washington 1; Jackson 1; Limestone 1; St. Clair 1; Calhoun 1; Lauderdale 1; Walker 1; Talladega 1"
"Arkansas","United States","96","0","0","96","2020-03-21 02:00:00 * CTY: unknown 92; Jefferson 3; Washington 1"
"Indiana","United States","86","3","0","83","2020-03-21 02:00:00 * CTY: Marion 25; Lake 6; St. Joseph 6; Floyd 5; Hamilton 5; Howard 5; Johnson 4; Hendricks 4; Allen 4; Boone 2; Franklin 2; Tippecanoe 2; Adams 1; Shelby 1; Grant 1; Wayne 1; Owen 1; Vanderburgh 1; Noble 1; Clark 1; Fayette 1; Bartholomew 1; Delaware  1; Vigo 1; Jennings 1; Wells 1; Madison 1; LaPorte 1"
"Mississippi","United States","80","1","0","79","2020-03-21 02:00:00 * CTY: Harrison 8; Leflore 7; Pearl River 7; Hinds 7; Forrest 4; Desoto 4; Tippah 3; Coahoma 3; Hancock 3; Madison 3; Jackson 3; Rankin 3; Holmes 3; Bolivar 2; Monroe 2; Copiah  2; Smith 1; Yazoo 1; Walthall 1; Jones 1; Perry 1; Marshall 1; Lawrence 1; Franklin 1; Webster 1; Lee 1; Humphreys 1; Lafayette 1; Pike 1; Winston 1; Adams 1; Wilkinson 1"
"Arizona","United States","79","0","1","78","2020-03-21 02:00:00 * CTY: Maricopa 34; Navajo Nation 11; Pinal 10; Pima 8; Coconino 8; Navajo 3; Cochise 1; Yuma 1; Yavapai 1; Graham 1; Santa Cruz 1"
"District of Columbia","United States","77","1","0","76","2020-03-21 02:00:00 * CTY: Washington D.C. 77"
"Missouri","United States","66","3","0","63","2020-03-21 02:00:00 * CTY: Kansas City 12; St. Louis 10; Boone 8; Jackson 8; Greene 6; Cass 6; St. Louis City 5; Cole 2; Christian 2; unknown 2; Dunklin 1; Scott 1; Henry 1; Pulaski 1; St. Charles 1"
"Kentucky","United States","64","2","1","61","2020-03-21 02:00:00 * CTY: Jefferson 25; Fayette 10; Harrison 7; Warren 2; Henderson 2; Montgomery 2; Clark 2; Bourbon 2; Pulaski 2; Daviess 1; Calloway 1; Franklin 1; Kenton 1; Nelson 1; Anderson 1; Hardin 1; Lyon 1; Christian 1; Oldham 1"
"Maine","United States","56","0","0","56","2020-03-21 02:00:00 * CTY: Cumberland 35; York 5; Kennebec 4; Lincoln 4; Androscoggin 3; unknown 2; Penobscot 2; Oxford 1"
"New Hampshire","United States","55","0","0","55","2020-03-21 02:00:00 * CTY: Rockingham 19; Hillsborough 11; Grafton 10; Carroll 5; unknown 5; Merrimack 2; Berknap 2; Cheshire 1"
"Rhode Island","United States","54","0","0","54","2020-03-21 02:00:00 * CTY: Providence 44; unknown 10"
"Oklahoma","United States","49","1","0","48","2020-03-21 02:00:00 * CTY: Oklahoma 19; Cleveland 11; Tulsa 5; Kay 3; Canadian 2; Payne 1; Garvin 1; Custer 1; Jackson 1; Logan 1; Pawnee 1; Grady 1; Washington 1; McClain 1"
"Kansas","United States","48","1","0","47","2020-03-21 02:00:00 * CTY: Johnson 23; Wyandotte 9; Leavenworth 4; Butler 2; Morris 2; Riley 1; Linn 1; Reno 1; Jackson 1; Douglas 1; Cherokee 1; Sedgwick 1; Franklin 1; Ford 0"
"Iowa","United States","45","0","0","45","2020-03-21 02:00:00 * CTY: Johnson 22; Polk 6; Dallas 5; Allamakee 3; Adair 1; Carroll 1; Winneshiek 1; Pottawattamie 1; Harrison 1; Dubuque 1; Black Hawk 1; Muscatine 1; Washington 1"
"New Mexico","United States","43","0","0","43","2020-03-21 02:00:00 * CTY: Bernalillo 23; Santa Fe 7; Sandoval 6; Taos 2; Socorro 2; Doña Ana 1; San Miguel 1; McKinley 1"
"Delaware","United States","39","0","0","39","2020-03-21 02:00:00 * CTY: New Castle 27; Sussex 7; Kent 5"
"Nebraska","United States","37","0","0","37","2020-03-21 02:00:00 * CTY: Douglas 22; unknown 4; Lincoln 3; Sarpy  2; Knox 2; Lancaster 1; Nemaha 1; Adams 1; Cass 1"
"Hawaii","United States","37","0","0","37","2020-03-21 02:00:00 * CTY: Honolulu 28; Maui 5; Kauai 3; Hawaii Island 1"
"Idaho","United States","36","0","0","36","2020-03-21 02:00:00 * CTY: Blaine  19; Ada 8; Kootenai 3; Teton 1; Canyon 1; Twin Falls 1; Bingham 1; Madison 1; Fremont 1"
"Vermont","United States","29","2","0","27","2020-03-21 02:00:00 * CTY: unknown 11; Chittenden 9; Windsor 3; Bennington 3; Addison 1; Orange 1; Washington 1"
"North Dakota","United States","26","0","0","26","2020-03-21 02:00:00 * CTY: Burleigh 13; Morton 7; Ward 3; Ramsey 1; Pierce 1; Cass 1"
"Wyoming","United States","21","0","0","21","2020-03-21 02:00:00 * CTY: Fremont 9; Laramie 4; Sheridan 4; Teton 2; Park 1; Campbell 1"
"Montana","United States","20","0","0","20","2020-03-21 02:00:00 * CTY: Yellowstone 5; Gallatin 3; Missoula 3; Flathead 2; Lewis and Clark 2; unknown 1; Silver Bow 1; Roosevelt 1; Broadwater 1; Madison 1"
"South Dakota","United States","14","1","0","13","2020-03-21 02:00:00 * CTY: Minnehaha 5; Beadle 4; McCook 1; Charles Mix 1; Pennington 1; Davison 1; Bon Homme 1"
"Alaska","United States","12","0","0","12","2020-03-21 02:00:00 * CTY: Fairbanks North Star 5; Anchorage 4; Ketchikan Gateway 2; Seward 1"
"West Virginia","United States","8","0","0","8","2020-03-21 02:00:00 * CTY: Tucker 2; Jefferson 2; Jackson 1; Monongalia 1; Kanawha 1; Mercer 1"
