County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update
Wells,Indiana,1,0,0,0%,40.73219,-86.11096,2020-03-15 16:23 EDT
LaPorte,Indiana,1,0,0,0%,41.6106,-86.72252,2020-03-15 16:23 EDT
Hamilton,Indiana,1,1,0,0%,41.53405,-84.91269,2020-03-15 16:23 EDT
Kershaw,South Carolina,11,0,0,0%,34.3383561,-80.5908847,2020-03-15 16:23 EDT
Beaufort,South Carolina,3,0,0,0%,32.43119,-80.66993,2020-03-15 16:23 EDT
Lancaster,South Carolina,2,0,0,0%,34.72096,-80.77112,2020-03-15 16:23 EDT
Charleston,South Carolina,1,0,0,0%,32.78115,-79.9316,2020-03-15 16:23 EDT
Spartanburg,South Carolina,1,0,0,0%,34.94838,-81.93494,2020-03-15 16:23 EDT
Lexington,South Carolina,1,0,0,0%,33.98105,-81.23595,2020-03-15 16:23 EDT
Harrison,Kentucky,6,0,0,0%,38.44174035,-84.33140447,2020-03-15 16:23 EDT
Fayette,Kentucky,5,0,0,0%,38.04227216,-84.45868673,2020-03-15 16:23 EDT
Jefferson,Kentucky,4,0,0,0%,38.18589024,-85.65499484,2020-03-15 16:23 EDT
Montgomery,Kentucky,2,0,0,0%,37.35932,-83.01702,2020-03-15 16:23 EDT
Nelson,Kentucky,1,0,0,0%,37.71615,-83.50528,2020-03-15 16:23 EDT
Johnson,Iowa,14,0,0,0%,41.67149574,-91.58805417,2020-03-15 16:23 EDT
Pottawattamie,Iowa,1,0,0,0%,41.33665838,-95.54141965,2020-03-15 16:23 EDT
Carroll,Iowa,1,0,0,0%,42.06585,-94.86793,2020-03-15 16:23 EDT
Harrison,Iowa,1,0,0,0%,41.28721,-94.18523,2020-03-15 16:23 EDT
Dallas,Iowa,1,0,0,0%,41.22624,-93.2416,2020-03-15 16:23 EDT
Douglas,Nebraska,15,0,0,0%,40.59198,-96.38776,2020-03-15 16:23 EDT
Knox,Nebraska,1,0,0,0%,40.81444,-97.58387,2020-03-15 16:23 EDT
Cass,Nebraska,1,0,0,0%,40.90975787,-96.14136094,2020-03-15 16:23 EDT
Washington,District of Columbia,16,0,0,0%,38.89037,-77.03196,2020-03-15 16:23 EDT
Jefferson,Arkansas,3,0,0,0%,34.37911,-92.16608,2020-03-15 16:23 EDT
Pinal,Arizona,5,0,0,0%,33.37955,-110.753,2020-03-15 16:23 EDT
Maricopa,Arizona,4,0,0,0%,33.05848,-112.04801,2020-03-15 16:23 EDT
Pima,Arizona,3,1,0,0%,32.1280427,-111.7836574,2020-03-15 16:23 EDT
Graham,Arizona,1,0,0,0%,32.87449,-109.74198,2020-03-15 16:23 EDT
Rockingham,New Hampshire,4,0,0,0%,43.04954,-70.93216,2020-03-15 16:23 EDT
Grafton,New Hampshire,3,0,0,0%,43.56212,-71.95114,2020-03-15 16:23 EDT
Bernalillo,New Mexico,6,0,0,0%,35.053628,-106.6690805,2020-03-15 16:23 EDT
Santa Fe,New Mexico,3,0,0,0%,35.69168,-105.93796,2020-03-15 16:23 EDT
Socorro,New Mexico,2,0,0,0%,34.06014,-106.89187,2020-03-15 16:23 EDT
Sandoval,New Mexico,2,0,0,0%,35.68878872,-106.8666133,2020-03-15 16:23 EDT
Jefferson,Alabama,6,0,0,0%,32.38582,-87.89888,2020-03-15 16:23 EDT
Tuscaloosa,Alabama,2,0,0,0%,33.21042,-87.56625,2020-03-15 16:23 EDT
Montgomery,Alabama,1,0,0,0%,32.38015,-86.30008,2020-03-15 16:23 EDT
Elmore,Alabama,1,0,0,0%,32.54165,-86.31093,2020-03-15 16:23 EDT
Limestone,Alabama,1,0,0,0%,34.81489201,-86.97728456,2020-03-15 16:23 EDT
Baldwin,Alabama,1,0,0,0%,34.18046,-86.9094,2020-03-15 16:23 EDT
Forrest,Mississippi,3,0,0,0%,31.18883949,-89.25783485,2020-03-15 16:23 EDT
Leflore,Mississippi,1,0,0,0%,33.69848,-90.05002,2020-03-15 16:23 EDT
Pearl River,Mississippi,1,0,0,0%,32.78343,-89.22599,2020-03-15 16:23 EDT
Copiah,Mississippi,1,0,0,0%,31.8693204,-90.44885969,2020-03-15 16:23 EDT
Minnehaha,South Dakota,3,0,0,0%,43.67417757,-96.79142458,2020-03-15 16:23 EDT
Pennington,South Dakota,1,0,1,100%,44.003745,-102.8239008,2020-03-15 16:23 EDT
Beadle,South Dakota,1,0,0,0%,44.41448462,-98.27810992,2020-03-15 16:23 EDT
Charles Mix,South Dakota,1,0,0,0%,43.20747461,-98.57667036,2020-03-15 16:23 EDT
Davidson,South Dakota,1,0,0,0%,44.35348356,-103.7815574,2020-03-15 16:23 EDT
Bon Homme,South Dakota,1,0,0,0%,42.99336042,-97.88666966,2020-03-15 16:23 EDT
McCook,South Dakota,1,0,0,0%,43.67430648,-97.3684216,2020-03-15 16:23 EDT
Johnson,Kansas,5,0,0,0%,37.57057,-101.751,2020-03-15 16:23 EDT
Wyandotte,Kansas,1,0,1,100%,39.11407013,-94.76524274,2020-03-15 16:23 EDT
Butler,Kansas,1,0,0,0%,37.78128093,-96.83903083,2020-03-15 16:23 EDT
Franklin,Kansas,1,0,0,0%,37.52722,-94.70493,2020-03-15 16:23 EDT
Windsor,Vermont,3,1,0,0%,43.48115,-72.38581,2020-03-15 16:23 EDT
Bennington,Vermont,2,1,0,0%,42.87672,-73.19818,2020-03-15 16:23 EDT
Chittenden,Vermont,2,1,0,0%,43.7099,-72.9368,2020-03-15 16:23 EDT
Washington,Vermont,1,0,0,0%,44.10682,-72.43303,2020-03-15 16:23 EDT
Tulsa,Oklahoma,3,1,0,0%,36.15011,-95.99352,2020-03-15 16:23 EDT
Jackson,Oklahoma,1,0,0,0%,34.5940059,-99.4122347,2020-03-15 16:23 EDT
Oklahoma,Oklahoma,1,0,0,0%,35.58268395,-97.50859936,2020-03-15 16:23 EDT
New Castle,Delaware,7,1,0,0%,39.65977,-75.56394,2020-03-15 16:23 EDT
Missoula,Montana,2,0,0,0%,46.87278,-113.99625,2020-03-15 16:23 EDT
Gallatin,Montana,1,0,0,0%,45.54045182,-111.1704109,2020-03-15 16:23 EDT
Yellowstone,Montana,1,0,0,0%,45.93711629,-108.2743481,2020-03-15 16:23 EDT
Silver Bow,Montana,1,0,0,0%,45.99544,-112.65661,2020-03-15 16:23 EDT
Lewis and Clark,Montana,1,0,0,0%,47.1320133,-112.3733673,2020-03-15 16:23 EDT
Honolulu,Hawaii,3,0,0,0%,21.30493,-157.85788,2020-03-15 16:23 EDT
Kauai,Hawaii,2,0,0,0%,22.0825024,-159.7275965,2020-03-15 16:23 EDT
Maui,Hawaii,1,0,0,0%,20.85953512,-156.5646068,2020-03-15 16:23 EDT
Androscoggin,Maine,1,0,0,0%,44.16587609,-70.20645861,2020-03-15 16:23 EDT
Cumberland,Maine,1,0,0,0%,43.79028,-70.24612,2020-03-15 16:23 EDT
St. Louis,Missouri,2,0,0,0%,38.62775,-90.19956,2020-03-15 16:23 EDT
Greene,Missouri,2,0,0,0%,37.25804025,-93.34201853,2020-03-15 16:23 EDT
Henry,Missouri,1,0,0,0%,38.38842154,-93.79668046,2020-03-15 16:23 EDT
Ada,Idaho,2,0,0,0%,43.45105691,-116.2411338,2020-03-15 16:23 EDT
Blaine,Idaho,1,0,0,0%,46.65851,-116.94361,2020-03-15 16:23 EDT
Teton,Idaho,1,0,0,0%,43.88657,-111.66859,2020-03-15 16:23 EDT
Unknown,Idaho,1,0,0,0%,47.57604,-115.92905,2020-03-15 16:23 EDT
Puerto Rico,Puerto Rico,5,1,0,0%,18.2226065,-66.46895343,2020-03-15 16:23 EDT
Sheridan,Wyoming,1,0,0,0%,44.78998512,-106.8795285,2020-03-15 16:23 EDT
Fremont,Wyoming,1,0,0,0%,43.04051864,-108.6304974,2020-03-15 16:23 EDT
Ward,North Dakota,1,0,0,0%,48.22168092,-101.5418179,2020-03-15 16:23 EDT
Anchorage,Alaska,1,0,0,0%,61.21753,-149.85825,2020-03-15 16:23 EDT
Unassigned,New York,110,110,0,0%,42.165726,-74.948051,2020-03-15 16:23 EDT
Unassigned,Washington,39,0,0,0%,47.400902,-121.490494,2020-03-15 16:23 EDT
Unassigned,California,1,0,0,0%,36.116203,-119.681564,2020-03-15 16:23 EDT
Unassigned,Colorado,2,0,0,0%,39.059811,-105.311104,2020-03-15 16:23 EDT
Unassigned,Louisiana,4,0,0,0%,31.169546,-91.867805,2020-03-15 16:23 EDT
Unassigned,Michigan,1,0,0,0%,43.326618,-84.536095,2020-03-15 16:23 EDT
Unassigned,Arkansas,13,4,0,0%,34.969704,-92.373123,2020-03-15 16:23 EDT
Unassigned,New Hampshire,6,6,0,0%,43.452492,-71.563896,2020-03-15 16:23 EDT
Unassigned,Mississippi,4,4,0,0%,32.741646,-89.678696,2020-03-15 16:23 EDT
Unassigned,Montana,1,0,0,0%,46.921925,-110.454353,2020-03-15 16:23 EDT
Unassigned,Maine,4,0,0,0%,44.693947,-69.381927,2020-03-15 16:23 EDT
Unassigned,Guam,3,3,0,0%,13.421129,144.73972,2020-03-15 16:23 EDT
Unassigned,US Virgin Islands,1,0,0,0%,17.752625,-64.73542,2020-03-15 16:23 EDT
Non-Florida-Resident,Florida,9,2,0,0%,-25.35138569,-57.50493918,2020-03-15 16:23 EDT
Boulder,Colorado,3,2,0,0%,40.01574,-105.27924,2020-03-15 16:23 EDT
Indeterminate,Colorado,1,0,0,0%,38.99855056,-105.5478164,2020-03-15 16:23 EDT
Clarke,Georgia,2,0,0,0%,33.95110572,-83.36741217,2020-03-15 16:23 EDT
Clayton,Georgia,2,2,0,0%,34.879,-83.39682,2020-03-15 16:23 EDT
Newton,Georgia,1,1,0,0%,31.31369,-84.35112,2020-03-15 16:23 EDT
Matagorda,Texas,1,0,0,0%,28.69123,-95.96755,2020-03-15 16:23 EDT
Champaign,Illinois,1,1,0,0%,40.1142,-88.2435,2020-03-15 16:23 EDT
Lehigh,Pennsylvania,1,1,0,0%,41.30612,-75.48893,2020-03-15 16:23 EDT
Luzerne,Pennsylvania,1,1,0,0%,41.28669,-75.90272,2020-03-15 16:23 EDT
Medina,Ohio,1,1,0,0%,41.14042,-81.86402,2020-03-15 16:23 EDT
Washington,Minnesota,1,1,0,0%,43.77384,-92.38394,2020-03-15 16:23 EDT
Waseca,Minnesota,1,1,0,0%,44.07804,-93.50742,2020-03-15 16:23 EDT
Wilson,North Carolina,1,1,0,0%,35.72196,-77.91637,2020-03-15 16:23 EDT
Howard,Maryland,1,1,0,0%,39.25112784,-76.9312584,2020-03-15 16:23 EDT
Southwest Utah,Utah,1,1,0,0%,37.00357734,-112.9680908,2020-03-15 16:23 EDT
Horry,South Carolina,1,1,0,0%,33.93188,-79.1347,2020-03-15 16:23 EDT
Cleveland,Oklahoma,1,1,0,0%,36.30733,-96.46401,2020-03-15 16:23 EDT
Payne,Oklahoma,1,1,0,0%,34.90611,-97.53572,2020-03-15 16:23 EDT
