County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
New York,New York,38087,0,914,2.40%,40.71455,-74.00714,2020-03-30 22:55 EDT,36,500,8443.713,4.510693341
Westchester,New York,9326,0,10,0.10%,41.16319759,-73.7560629,2020-03-30 22:55 EDT,36,119,968.815,9.626192823
Nassau,New York,7344,0,48,0.70%,40.74165225,-73.58899619,2020-03-30 22:55 EDT,36,59,1356.564,5.413677497
Suffolk,New York,5791,0,44,0.80%,40.87732808,-72.85898036,2020-03-30 22:55 EDT,36,103,1487.901,3.892060023
Rockland,New York,2511,0,8,0.30%,41.152374,-74.02401032,2020-03-30 22:55 EDT,36,87,323.686,7.757518089
Orange,New York,1435,0,5,0.30%,41.40206825,-74.30559567,2020-03-30 22:55 EDT,36,71,378.227,3.794017878
Erie,New York,463,0,8,1.70%,42.76382119,-78.73224973,2020-03-30 22:55 EDT,36,29,919.866,0.503334181
Dutchess,New York,392,0,3,0.80%,41.76477515,-73.74281684,2020-03-30 22:55 EDT,36,27,293.894,1.333814232
Monroe,New York,257,0,8,3.10%,43.14604282,-77.69674911,2020-03-30 22:55 EDT,36,55,744.248,0.345315003
Onondaga,New York,228,0,1,0.40%,43.00487,-76.1836,2020-03-30 22:55 EDT,36,67,464.242,0.491123164
Albany,New York,217,0,1,0.50%,42.65155,-73.75521,2020-03-30 22:55 EDT,36,1,307.426,0.705860923
Ulster,New York,207,0,0,0.00%,41.95986,-73.99033,2020-03-30 22:55 EDT,36,111,179.303,1.154470366
Putnam,New York,167,0,0,0.00%,41.42653455,-73.7494999,2020-03-30 22:55 EDT,36,79,99.07,1.685676794
Saratoga,New York,108,0,1,0.90%,43.06974,-73.63661,2020-03-30 22:55 EDT,36,91,227.377,0.474982078
Sullivan,New York,106,0,1,0.90%,41.71631354,-74.76811083,2020-03-30 22:55 EDT,36,105,75.211,1.40936831
Schenectady,New York,80,0,1,1.20%,42.81238,-73.94122,2020-03-30 22:55 EDT,36,93,154.883,0.516518921
Tompkins,New York,73,0,0,0.00%,42.44933495,-76.47064359,2020-03-30 22:55 EDT,36,109,102.962,0.708999437
Rensselaer,New York,54,0,0,0.00%,42.71086263,-73.5097379,2020-03-30 22:55 EDT,36,83,159.431,0.338704518
Madison,New York,49,0,1,2.00%,42.91290749,-75.66978904,2020-03-30 22:55 EDT,36,53,71.359,0.686668815
Niagara,New York,41,0,0,0.00%,43.19998147,-78.74522262,2020-03-30 22:55 EDT,36,63,211.704,0.193666629
Columbia,New York,36,0,1,2.80%,42.25001078,-73.63186134,2020-03-30 22:55 EDT,36,21,60.919,0.590948637
Broome,New York,35,0,3,8.60%,42.16021802,-75.81964586,2020-03-30 22:55 EDT,36,7,194.402,0.1800393
Oneida,New York,34,0,0,0.00%,43.24306498,-75.42583597,2020-03-30 22:55 EDT,36,65,230.782,0.147325181
St. Lawrence,New York,23,0,0,0.00%,44.17727,-76.16772,2020-03-30 22:55 EDT,36,89,109.558,0.209934464
Ontario,New York,20,0,0,0.00%,42.85288942,-77.29981098,2020-03-30 22:55 EDT,36,69,109.472,0.182695118
